id	occupation	fine-tuned-0-he	fine-tuned-0-she	fine-tuned-500-he	fine-tuned-500-she	fine-tuned-1000-he	fine-tuned-1000-she	fine-tuned-2000-he	fine-tuned-2000-she	fine-tuned-5000-he	fine-tuned-5000-she	fine-tuned-10000-he	fine-tuned-10000-she	fine-tuned-20000-he	fine-tuned-20000-she
21	agent	8.521331866582235	9.259309927622477	4.533125638961792	4.8131914138793945	4.213096062342326	4.3109966317812605	4.243856032689412	4.062783320744832	4.921061495939891	4.783132433891296	6.53948958714803	6.268820782502492	6.004218419392903	5.813382089138031
22	agriculturist	2.124028980731964	2.2555484771728516	1.6733410159746807	1.7706753412882488	1.6473989486694336	1.7120035688082378	1.7247782349586487	1.6894270777702332	2.1395681301752725	2.1165587107340493	2.110848605632782	2.060269514719645	2.1451255679130554	2.1212442914644876
23	agronomist	2.426244040330251	2.8813879688580832	1.7368814547856648	1.8990224202473958	1.7185992201169331	1.807388464609782	1.7771598895390828	1.7456482450167339	1.8485785126686096	1.8282894889513652	2.2476001183191934	2.2047065893809	2.145839591821035	2.1106515725453696
24	aircrewman	3.1019972761472068	3.945505201816559	1.8197574814160664	1.9586827158927917	1.856612781683604	1.956474502881368	1.8957138856252034	1.8687768578529358	1.8857664068539937	1.8699395855267842	2.573403835296631	2.5125990509986877	2.2231140534083047	2.1709943413734436
25	algebraist	11.68040923277537	15.204472144444784	4.867554982503255	5.463261723518372	3.8535125056902566	4.117234627405803	3.58379465341568	3.4951138496398926	4.887361844380696	4.833099087079366	3.887069284915924	3.801484485467275	4.869331459204356	4.785308261712392
26	algologist	4.6841155886650085	5.10442590713501	2.725438932577769	2.917518357435862	2.301876743634542	2.3796725273132324	2.310319940249125	2.2611987392107644	2.072020868460337	2.0365922848383584	2.5886893471082053	2.517321308453878	2.3850142558415732	2.3358614246050515
27	aligner	18.087760011355083	17.8153555393219	6.732040365537007	6.6791601578394575	5.971668839454651	5.888392368952434	5.899161259333293	5.478941996892293	6.4733924468358355	6.207171320915222	8.649425903956095	8.230476260185242	5.178339262803395	4.946985840797424
28	allergist	3.336936970551809	3.387298067410787	2.3442476391792297	2.399904489517212	2.2828381856282554	2.303123354911804	2.1719313661257424	2.061192810535431	2.1430499951044717	2.082834164301554	3.0219679872194924	2.89898943901062	2.558935542901357	2.50723264614741
29	aluminizer	3.223045309384664	3.469861090183258	1.9764378269513447	2.10708357890447	2.001538097858429	2.0717079838116965	2.175529897212982	2.128896474838257	3.3105154236157737	3.2882412870724997	2.230472505092621	2.1845277150472007	2.1583210627237954	2.108208656311035
30	amalgamator	3.486528217792511	3.6809330185254416	2.049714823563894	2.135092794895172	2.02588814496994	2.052493671576182	2.0555846095085144	1.9738610188166301	1.9959886471430461	1.9449723760286968	2.6394243439038596	2.548539916674296	2.472080190976461	2.3966989517211914
31	anaesthesiologist	2.8942091266314187	2.899757226308187	1.7472349206606548	1.7964773575464885	2.1645198265711465	2.2132392724355063	2.44696972767512	2.3696422576904297	1.801193118095398	1.7722203731536865	2.6862901051839194	2.62540872891744	2.2865952452023826	2.241185267766317
32	analyst	7.116930762926738	7.442686915397644	4.145445704460144	4.303355912367503	4.273639619350433	4.316966950893402	3.9921321471532187	3.7920233408610025	4.1724295020103455	4.083498378594716	6.23089333375295	6.004007538159688	4.374311685562134	4.268356064955394
33	anchorer	15.589863340059916	16.376904884974163	4.8393845955530805	4.981121102968852	4.0809257825215655	4.056814074516296	4.348193486531575	4.0921092828114825	4.670841475327809	4.474702616532643	5.165348311265309	4.9018451770146685	5.260183910528819	5.05705855290095
34	anchorman	7.2566143075625105	10.000192165374756	3.5976834297180176	4.0477215846379595	2.857355018456777	3.051979382832845	3.1650573015213013	3.131267527739207	3.288760463396708	3.2517950534820557	4.372057358423869	4.316938658555348	3.7407148480415344	3.636976977189382
35	anesthesiologist	2.1883999705314636	2.247719089190165	1.9951378305753071	2.074064334233602	1.6900572578112285	1.7339691519737244	1.7253978451093037	1.6772698163986206	2.289982775847117	2.2575897177060447	2.1803884506225586	2.133660356203715	2.1391206979751587	2.1024537483851113
36	anesthetist	2.531608283519745	2.5086145401000977	2.341483235359192	2.3919925491015115	1.8785150051116943	1.9116441011428833	1.878544270992279	1.8062930901845295	2.35574080546697	2.31306529045105	2.3146770199139914	2.2460383772850037	2.25005567073822	2.196629007657369
37	angiographer	4.220228493213654	3.729900300502777	2.264201561609904	2.318469524383545	1.8665988842646282	1.9454090396563213	2.1182511846224465	2.0213544368743896	2.2179226080576577	2.2025916377703347	2.8395652373631797	2.7595091462135315	2.4855292042096457	2.4499948422114053
38	anglesmith	14.09081264336904	14.434994022051493	6.756221572558085	7.00852636496226	4.831271390120189	4.980416774749756	3.499863028526306	3.3440136909484863	5.291954000790914	5.144992629686992	4.697321216265361	4.477422992388408	3.458009918530782	3.380546828111013
39	animator	7.685635666052501	8.656726161638895	4.568437218666077	4.804108917713165	4.404939611752828	4.610522270202637	4.533972501754761	4.391585032145183	4.609902064005534	4.548203746477763	5.410975992679596	5.349729120731354	4.627947966257731	4.578577935695648
