id	occupation	fine-tuned-0-he	fine-tuned-0-she	fine-tuned-500-he	fine-tuned-500-she	fine-tuned-1000-he	fine-tuned-1000-she	fine-tuned-2000-he	fine-tuned-2000-she	fine-tuned-5000-he	fine-tuned-5000-she	fine-tuned-10000-he	fine-tuned-10000-she	fine-tuned-20000-he	fine-tuned-20000-she
525	driftman	29.89937488238017	48.46061452229818	11.917056242624918	14.585249265034994	8.357513745625814	9.340586185455322	6.358167767524719	6.338502486546834	7.650122205416362	7.650516629219055	7.3841292063395185	7.25536588827769	5.493471960226695	5.402103304862976
526	driver	5.959614257017772	8.119441191355387	3.8672014276186624	4.4431578914324446	4.1306217312812805	4.479316274325053	3.9672786593437195	3.9548009037971497	5.063946704069774	5.147236506144206	6.332020203272502	6.219233612219493	6.443920314311981	6.383557518323262
527	drosser	15.027638872464498	18.138031323750813	8.209452390670776	8.960009694099426	7.062589883804321	7.379652976989746	5.696404933929443	5.5600225528081255	2.407483915487925	2.3904287815093994	5.489551583925883	5.439393917719523	2.672221819559733	2.639808396498362
528	drycleaner	4.586803336938222	4.789079626401265	2.779710054397583	2.887606958548228	2.6243234475453696	2.655509571234385	2.5720491210619607	2.458109716574351	2.921033422152201	2.840291361014048	3.690697113672892	3.5711592038472495	2.239940047264099	2.176536480585734
529	drywaller	9.751620848973593	11.700868805249533	4.439563552538554	4.817693551381429	3.221002002557119	3.334385712941488	3.088679869969686	2.9736887017885842	2.879514237244924	2.8291207353274026	4.19237744808197	4.066660801569621	2.6172932982444763	2.527251740296682
530	dulser	28.978394746780396	33.45197240511576	10.592007239659628	11.432964324951172	9.961668173472086	10.394160906473795	10.545618454615274	10.227865298589071	10.213703711827597	10.042186816533407	4.304421365261078	4.220071474711101	4.40465505917867	4.309354643026988
531	dumper	22.796205441157024	26.56437595685323	6.300790429115295	6.777274330457051	6.479405204455058	6.744035243988037	5.470513304074605	5.310999234517415	5.904155015945435	5.83218781153361	6.34322714805603	6.0542417367299395	5.319467941919963	5.17216295003891
532	dumpman	15.686654726664225	27.77712329228719	6.256258606910706	7.788412888844808	5.606167793273926	6.2893242835998535	5.29142153263092	5.403667211532593	4.676730692386627	4.714614629745483	4.520396292209625	4.408399482568105	5.135465403397878	5.062841812769572
533	dynamicist	33.16811911265055	38.82043298085531	11.5924604733785	12.974486271540323	8.602123061815897	9.409995396931967	8.01535165309906	7.993502338727315	8.93051540851593	9.007841030756632	7.240116675694783	7.108435352643331	6.205707152684529	6.082949002583821
534	dynamiter	12.937873681386312	16.80347728729248	4.864320596059163	5.574856678644816	4.445524195830028	4.879860083262126	4.618046283721924	4.620771487553914	4.980174382527669	4.977413098017375	6.057158390680949	5.945819735527039	4.575038651625316	4.526074111461639
535	ecd	16.34384250640869	18.23951856295268	6.507482568422954	6.968251784642537	6.363313714663188	6.6056892077128095	6.031070431073506	5.800411780675252	5.735081831614177	5.610630551973979	6.860628883043925	6.694110711415608	5.3410206238428755	5.167840480804443
536	echocardiographer	2.990914801756541	2.8011780381202698	2.1697813471158347	2.1949137647946677	2.1419774691263833	2.1797370314598083	2.1320889393488565	2.036320169766744	2.4330038825670877	2.3863176703453064	2.4063729445139566	2.3295584519704184	2.2374044060707092	2.1813328663508096
537	echocardiologist	2.413469831148783	2.4882049759229026	1.964690903822581	2.0283644596735635	1.8889438311258953	1.9407776196797688	1.8689179023106892	1.8057929476102192	2.1756496826807656	2.1356034874916077	2.306433618068695	2.2410776813824973	2.18080468972524	2.1250429153442383
