word	gender_class_00	gender_class_01	gender_class_02	gender_class_03	gender_class_04	gender_class_05	gender_class_06	gender_class_07	gender_class_08	gender_class_09	gender_class_10	gender_class_11	gender_class_12	gender_spectrum_00	gender_spectrum_01	gender_spectrum_02	gender_spectrum_03	gender_spectrum_04	gender_spectrum_05	gender_spectrum_06	gender_spectrum_07	gender_spectrum_08	gender_spectrum_09	gender_spectrum_10	gender_spectrum_11	gender_spectrum_12	gender_relevance_00	gender_relevance_01	gender_relevance_02	gender_relevance_03	gender_relevance_04	gender_relevance_05	gender_relevance_06	gender_relevance_07	gender_relevance_08	gender_relevance_09	gender_relevance_10	gender_relevance_11	gender_relevance_12
admeasurer	1	1	2	2	2	1	1	2	1	1	2	1	2	-4.600023239850998	-4.284927744418383	6.9366399347782135	4.6099902503192425	5.614716414362192	-4.057534582912922	-5.100506998598576	4.8741678185760975	-3.4201991129666567	-3.6968382745981216	4.830977329052985	-5.574648052453995	3.160088561475277	0.2571208986483278	0.12825380990074742	0.8869048619048023	0.3086137669616854	0.5311887422842638	0.40084615186082595	0.08430445903469344	0.4483783904049132	0.340082511305809	0.5743838480503664	0.48585600050174316	0.4764575141016394	0.5887436337404317
administrator	2	2	1	1	1	1	1	1	1	1	2	1	1	4.124393939971924	3.2013337472453713	-4.647946372628212	-3.5875400342047215	-2.9248091764748096	-3.269404761493206	-4.977160815149546	-3.462410908192396	-3.949490213766694	-3.2663208097219467	4.784202848561108	-5.117647875100374	-3.348482295870781	0.47158674729455796	0.4689088265101115	0.23612803405537197	0.6574386727664021	0.6307368190160818	0.9098991812379272	0.4471324224941121	0.5277263088151812	0.5996177079620618	0.551584712266922	0.2942363462147463	0.29053101246245205	0.4063146186250073
adon	1	1	2	2	2	1	1	1	1	1	2	1	2	-5.6982971876859665	-4.157448399811983	5.934899806976318	3.2044334672391415	4.385674279183149	-3.8711442574858665	-4.9605356976389885	-4.185316909104586	-2.955016853287816	-4.492024645209312	4.4475244069471955	-3.8036414086818695	3.6693157851696014	0.2132951963219851	0.16435108830531442	0.8345273382458098	0.35900159271342774	0.43791354128292626	0.5754758285716026	0.18508296316749875	0.5471996162776595	0.5264428655306499	0.4077430127496305	0.6124255457992462	0.41087843908462673	0.5081601984329991
advertiser	1	2	1	2	1	1	1	1	2	1	2	1	1	-4.815328948199749	3.457470905035734	-3.810555476695299	4.197320785373449	-3.937281098216772	-2.931400254368782	-3.9944954961538315	-4.9346148781478405	3.126754777505994	-3.8116400167346	6.709296525456011	-5.987814545631409	-2.785124694928527	0.1053931845965544	0.2241819521619214	0.6300914985212414	0.37946230629003136	0.7078523669924055	0.5110918460758749	0.3179239424286975	0.32761102073860393	0.5584438936415809	0.5253877635624099	0.6712926682700304	0.6816409695893526	0.28910677459325407
aemt	1	1	2	2	2	2	1	2	1	1	2	1	2	-5.791881322860718	-4.184399884194136	4.148285239934921	4.588543381541967	5.071002442389727	6.243032477796078	-5.680471710860729	4.868542905896902	-2.7269520480185747	-3.529045231640339	4.5561942821368575	-4.651547193527222	2.7608497887849808	0.15896592524848763	0.04145311419334676	0.7216159827920385	0.38192560555009575	0.792301823411669	0.23529637498492595	0.22711055765871613	0.5045018612786576	0.4226857501587946	0.543913044469512	0.24663818965344808	0.39987975149415433	0.41632934242903774
aerodynamicist	2	1	2	1	2	2	1	2	1	1	2	1	1	3.7380924075841904	-2.8248080126941204	4.219127655029297	-4.178053978830576	5.123783845454454	4.122799701988697	-5.448671519756317	4.805341850966215	-2.6262926626950502	-2.8167329281568527	5.818431255407631	-3.6522266045212746	-3.4605633169412613	0.47692057586437653	0.5736749246716499	0.8692122890537992	0.6828204961623867	0.5314184682709832	0.2667322612307991	0.3619911906304355	0.6216636004271331	0.19185881313188374	0.3142936744897262	0.43268063452651173	0.144190885766875	0.4988483316623248
aerographer	1	1	2	2	2	1	1	2	2	1	2	1	1	-5.655340038239956	-4.149962712079287	6.780124619603157	4.949479218572378	4.788878548890352	-3.259596385061741	-5.182460457086563	5.1803021766245365	3.3482584673911333	-3.6451098173856735	6.516182825900614	-5.051737442612648	-4.016230970621109	0.14124411553854038	0.31845636169115704	1.083785314208422	0.5731620990990343	0.3412723779678345	0.4970491316407819	0.37781557693617746	0.6287163355836163	0.6875019016521517	0.783690506271694	0.29859600190454916	0.32275064184796065	0.37641463969293587
aerologist	1	1	2	2	1	1	1	2	2	1	2	1	1	-5.434920988976955	-4.419694919139147	7.037223607301712	5.078268986195326	-4.3996883146464825	-3.0828961357474327	-5.04821965098381	4.03450420871377	3.295517163351178	-3.8546789437532425	5.636513763107359	-4.384250566363335	-4.889548406004906	0.30255688962171834	0.31262684903211063	1.2355095185461022	0.4195210713684767	0.29891213710818976	0.5016765785889594	0.3078975054602766	0.373872153516169	0.6549536205116131	0.6656302870356519	0.2645518316162957	0.33092393074184656	0.45862154414473505
aerophysicist	1	1	2	1	2	1	1	1	1	1	2	1	1	-4.9783019348979	-3.54691119864583	6.214907020330429	-4.496693264693022	6.331289831548929	-4.857071585953236	-5.381384640932083	-5.301410127431154	-3.86119288392365	-4.0078887194395065	6.0622299881652	-4.211352627724409	-4.173979386687279	0.30323195775216893	0.35965294846230084	0.8283659489977333	0.21100151929613598	0.5555602215230465	0.5056809550684309	0.4274813886968497	0.20156304796260818	0.630073732915736	0.8447349242542102	0.40676021337734936	0.30810398640460335	0.38487281327272627
aesthetician	1	1	1	2	2	1	2	2	1	1	2	1	1	-3.85953875631094	-3.378209788352251	-3.3567528128623962	3.820972513407469	3.2910340912640095	-2.865183047950268	3.4985762238502502	3.891567539423704	-3.9750128407031298	-3.7013994306325912	5.5852231020107865	-4.437728017568588	-3.569860043004155	0.4622747754352907	0.7429610043764114	0.5097415183946525	0.15311308519042038	0.522257050871849	0.4434089931856954	0.5307931633980543	0.37331529458363855	0.6421260969900029	0.7178545062697452	0.3419645856178942	0.25064175040461123	0.3556353839674405
afterschool	1	1	1	2	2	1	1	1	1	1	2	1	1	-4.449149288237095	-2.8601405285298824	-4.873422384262085	3.1750591807067394	4.436665739864111	-4.185574900358915	-3.264170676469803	-3.1481430120766163	-3.6780194211751223	-4.627942577004433	4.948152330704033	-4.849540118128061	-3.067948192358017	0.25296780092952154	0.12661266337252325	0.4966480011567647	0.4313520362561608	0.5020611128636768	0.2959651004139692	0.46224118867878905	0.18822222060903354	0.6650359015434216	0.675974518786306	0.3248443105916558	0.28843045359826647	0.2397132640951997
agent	1	1	2	2	2	1	2	1	1	1	2	1	2	-4.9803163558244705	-5.593949239701033	6.3258917927742	4.974661502987146	4.768974889069796	-5.331246189773083	3.970452517271042	-3.8252194114029408	-2.7671702448278666	-3.030765160918236	5.153921744786203	-4.359950077719986	3.7964241802692413	0.15976245501152583	0.27190653007063603	0.7313310319727118	1.219851520615858	0.2533562773040363	0.7670070502941532	0.8073487352789421	0.4730332126082094	0.5457151570728609	0.4489663727387138	0.5522082528171988	0.30664658292516833	0.5701814714324225
agriculturist	1	1	2	1	2	1	1	2	1	1	2	1	2	-5.6058589443564415	-4.616073023527861	6.140105377882719	-3.7312499918043613	5.706776607781649	-5.123523656278849	-5.024758063256741	5.629824947565794	-3.7311855126172304	-3.696272239089012	6.632739179767668	-5.17901655100286	4.447665683925152	0.29975325370074385	0.21187829246951476	0.7630892249983507	0.31432572003271614	0.4497112848928997	0.4415634356784832	0.28380099346458965	0.40648218208441034	0.2590562149291828	0.46473607820013296	0.42258516239569477	0.2535792103590211	0.29492842045228385
agronomist	1	1	2	1	2	1	1	2	1	1	2	1	1	-5.806757390499115	-4.061826843768358	7.303767770528793	-4.106024939566851	5.630983304232359	-4.150021530687809	-5.985037110745907	4.807926882058382	-3.6700569707900286	-3.7881848961114883	6.9203916573897	-5.238582566380501	-3.5894775688648224	0.201815694267492	0.13988977681017584	1.062148796025412	0.14193148793769883	0.30203569834785804	0.3255834918052134	0.3191622011194482	0.20451181641331428	0.4642056567824526	0.5960143059232961	0.3523997846791927	0.19806956290267408	0.20294178922015887
aircrewman	1	1	2	1	1	2	2	1	1	1	2	1	2	-6.372727140784264	-3.984501998871565	7.592027425765991	-5.407067749649286	-3.9756560139358044	4.348973922431469	4.503113314509392	-4.294541601091623	-2.9801886696368456	-3.8484897166490555	6.023112527094781	-4.250417944043875	3.4503269270062447	0.32032620916586546	0.1413922980427742	1.1119833625002065	0.5123947237234016	0.42612419021981096	0.2530924586880237	0.47294697541060654	0.2547881098533118	0.42360942513792665	0.4448436732654987	0.2216359897964187	0.24947887076996267	0.15254246036463473
algebraist	2	1	1	2	2	1	1	1	1	1	1	1	1	3.713637910783291	-3.7355795949697495	-5.462456867098808	4.135904159396887	4.2345114685595036	-4.134491018950939	-4.328300923109055	-4.504576358944178	-4.283719079568982	-4.42571596801281	-5.181312530301511	-3.583850637078285	-4.446080908179283	0.36424985584241176	0.8165354273385472	0.5779644388141054	0.4000756814554855	0.35645946019462177	0.781476155312274	0.41102878160490747	0.7271346678336462	0.9864998700527046	1.0929768439220346	0.6255731915745986	0.570187388220802	0.5368746090810617
algologist	1	1	1	1	2	1	1	2	2	1	1	1	1	-3.8043958991765976	-3.268838681280613	-4.766795717179775	-2.7720996998250484	5.104162160307169	-4.053775258362293	-6.048896253108978	4.967117790132761	3.8972798604518175	-4.096574679017067	-4.851688885129988	-4.309986136853695	-3.0050053820014	0.4029561043554356	0.4762662342853017	0.513873235457566	0.7682388163321503	0.3946866026946478	0.4755211005815201	0.728864895210292	0.560523991452323	0.8784640568258602	0.7321210966939512	0.30399922490446507	0.35202057799324393	0.4065308345260319
aligner	1	2	2	1	2	1	1	1	1	1	2	1	2	-5.127648249268532	4.05668206140399	5.1927924156188965	-2.8989457227289677	4.788534734398127	-4.134047597646713	-5.7012379467487335	-3.6432672776281834	-4.321720799431205	-4.041411293670535	5.711362891830504	-4.438198339194059	3.6887858659029007	0.27081513732139556	0.3245370582573944	0.923112666051149	0.4131608356337448	0.5572030356952122	0.5222258581638788	0.3318311967455973	0.32041532102696324	0.6356825932756172	0.6756844302752745	0.5702255847972708	0.42709675687365234	0.23171868469644258
allergist	1	1	2	1	2	1	1	1	1	1	2	1	2	-5.478998392820358	-2.8222505366429687	5.831958651542664	-3.1739150127395988	4.219230119138956	-5.830153368413448	-4.675500638782978	-5.7425001338124275	-4.6254849303513765	-5.128302283585072	5.181365051306784	-6.108937501907349	3.123857870697975	0.23183658093450565	0.2124831592793473	0.617633364834152	0.2560336128710867	0.33618152248007904	0.7902260093200287	0.26787803094232365	0.2780188488084133	1.1506609073677265	0.9921977990282619	0.4014693450860003	0.5597469301428646	0.2682673879280374
aluminizer	1	1	1	2	1	1	1	1	2	1	2	1	1	-5.402808263897896	-3.0064638070762157	-5.984988085925579	4.355245474725962	-5.397913824766874	-4.283915214240551	-5.159039244055748	-5.560312170535326	2.959958406165242	-3.687928482890129	4.788369410671294	-4.609183877706528	-3.484383761882782	0.1062785896295238	0.12340431577629515	0.11512089251152008	0.6016107713217502	0.30802925654820035	0.38050174584881924	0.2583984437613273	0.39168443906086464	0.5140242784312278	0.5479069332972817	0.2595014614137736	0.5114696349482983	0.28059597923648305
amalgamator	1	1	2	2	2	1	2	2	2	1	2	1	1	-4.921322211623192	-4.031059559434652	6.015443682670593	4.928493332117796	4.884909052401781	-4.536030314862728	5.811424013227224	5.531281296163797	3.1745023895055056	-3.55338816344738	5.3352868082001805	-5.193144604563713	-3.8720655776560307	0.24087981457511584	0.2266082823690441	0.7576807081282556	0.1903530536545115	0.3949575490185192	0.31891299868222045	0.3456789775398271	0.5788675641572034	0.13925440137063985	0.48211244204769965	0.15618963300816255	0.3868011119775474	0.3104638763560125
anaesthesiologist	1	1	2	1	2	2	1	1	1	1	2	1	2	-5.728053689002991	-4.005032677203417	7.124124929308891	-3.9275435842573643	5.765089545398951	4.725941471755505	-5.868576392531395	-6.3962693847715855	-3.189364345744252	-4.159517720341682	6.2406856175512075	-3.2057026475667953	3.749483259394765	0.4994243950479561	0.4074301107062234	1.0513465767487504	0.44227398113979327	0.3389635326606887	0.11481887420015378	0.2813846138753876	0.48063624655758896	0.40908781930561117	0.2805811414770458	0.5855640691746373	0.31294630258344114	0.1664776888812755
analyst	1	1	1	1	1	1	1	1	1	1	2	1	1	-4.59792648255825	-4.253780912607908	-3.683586336672306	-3.651204500347376	-3.050372678786516	-2.4875127598643303	-3.83562371134758	-6.047515127807856	-3.1878405828028917	-2.8010980472899973	4.502104562707245	-3.5937409214675426	-3.330144787207246	0.2937920379526322	0.6557792015373708	0.1369192370376387	0.9081993156171346	0.8983526161738805	0.6294376743606195	0.4783729959326626	0.8218143586759215	0.8022014687667083	0.731978225345197	0.44862481882637106	0.4526150798192248	0.39043018524046547
anchorer	1	1	2	2	1	1	1	2	1	1	2	2	1	-4.089085936546326	-3.526379983872175	5.961058862507343	3.8247922025620937	-4.219479862600565	-5.467583648860455	-4.97642719745636	3.8346486799418926	-4.496015788987279	-3.408333197236061	5.994745937176049	5.528479803353548	-4.244730610400438	0.2578077668279764	0.24547236081626686	0.8474971858945204	0.5934587993066419	0.8961599358490534	0.531752382649692	0.4312663767250178	0.44616202353327367	0.7577801944214704	0.701510827385861	0.3599035022987259	0.24017402058234438	0.37876798150005875
