word, gender_class_00, gender_class_01, gender_class_02, gender_class_03, gender_class_04, gender_class_05, gender_class_06, gender_class_07, gender_class_08, gender_class_09, gender_class_10, gender_class_11, gender_class_12, gender_spectrum_00, gender_spectrum_01, gender_spectrum_02, gender_spectrum_03, gender_spectrum_04, gender_spectrum_05, gender_spectrum_06, gender_spectrum_07, gender_spectrum_08, gender_spectrum_09, gender_spectrum_10, gender_spectrum_11, gender_spectrum_12, gender_relevance_00, gender_relevance_01, gender_relevance_02, gender_relevance_03, gender_relevance_04, gender_relevance_05, gender_relevance_06, gender_relevance_07, gender_relevance_08, gender_relevance_09, gender_relevance_10, gender_relevance_11, gender_relevance_12
brickmason, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, -4.9038962898775935, -6.130839290795848, 5.953734453767538, 7.958939952310175, -5.333089757710695, -5.3174341134727, 6.8412857498042285, -7.407574839890003, -4.021338693797588, -5.418521309737116, 5.982321035116911, -6.527209103107452, 5.457118608057499, 0.14152903056596813, 0.2584684328502824, 0.3581346535410869, 0.32502767352582057, 0.5284830790152653, 0.44325617499743514, 0.6166788545533654, 0.7705786559642894, 0.38040799292501093, 0.5211614978399552, 0.40597803866201276, 0.34931808684968413, 0.29103069648237706
brigadier, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, -5.541487843729556, -8.389649653166998, 8.28923573717475, -5.638381190598011, -8.310204113047803, 8.044925465714186, -6.399037352297455, -6.556837849318981, -3.390578754246235, 6.655850881244987, -8.039005629019812, 7.801971595734358, -8.606823232024908, 0.32503242488463835, 0.709987833375723, 0.7254833662950007, 0.7305123829811379, 0.45807788481555, 0.6082710101980994, 0.4310229086200493, 0.9561917709777219, 0.4812518108869052, 0.47689594870217034, 0.538665783498668, 0.47687328809525764, 0.36674697180595783
broacher, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 2, 1, -5.359013892128132, -7.57253031199798, 7.65013448765967, -9.130647711455822, 5.464283080771565, 5.175075653474778, 6.0145250973291695, 8.703253388404846, -4.246410667896271, -4.7196964719332755, -7.618932543322444, 5.981729766353965, -4.718916825950146, 0.15293407693440747, 0.1833092844799859, 0.14144922893551184, 0.48025342022213624, 0.638720427904307, 0.1990574849468023, 0.24575817493813829, 0.6793130118782856, 0.1680507890915635, 0.3048960665985189, 0.1918554241722512, 0.3472314187746921, 0.22661931532118784
broadcaster, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, -4.879780584014952, -8.486559713957831, -7.128574978560209, -6.51856306521222, 7.41068029589951, 9.77902108989656, -11.081796032842249, -8.816747188568115, 4.066044680774212, 4.83267843676731, -6.931865483522415, 7.1816837205551565, 6.249454602599144, 0.24377089496501161, 0.3285540107548819, 0.4916483002467696, 0.5550631875709345, 0.4408792688891413, 0.6233807693920318, 0.8734506711359517, 1.0155949181223967, 0.5248341751386403, 0.2504974508463082, 0.46903190455880955, 0.6127857318227032, 0.4337882293507638
broker, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, -7.357993497513235, -10.043388276128098, 8.415996700525284, -8.44816741719842, -9.018206413835287, -7.615294838324189, -8.42819852149114, -7.192672587931156, 4.714696854352951, -6.972861422691494, -6.4260139365214854, 7.13208980858326, -5.644488954916596, 0.3792920100855219, 0.2966923204883813, 0.3290168620019367, 0.6919227754089258, 0.7036874854569498, 0.5025543070475909, 0.8564163411693005, 0.8149133196756261, 0.3292403901206996, 0.44102780477503134, 0.5747969172092254, 0.4986500198265329, 0.2703857437702136
bronzer, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, -4.987829678691924, 5.870475982548669, 5.547932658344507, -7.535650558769703, -7.483287695795298, 5.863364377990365, -6.5042551211081445, -8.056791812181473, 4.775800745934248, -3.9992803134955466, -6.919779054820538, -7.087973400950432, -6.188366111367941, 0.31638271655339584, 0.4274020013729616, 0.4735293846660618, 0.582607710875956, 0.8312327482210538, 0.31228375649200246, 0.6809339911413281, 0.9518233973415805, 0.2077924960630418, 0.21219625357924132, 0.4538936383240587, 0.5577449513531749, 0.15739318912039357
broommaker, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 4.2047378430143, -6.871563633205369, -5.1373674757778645, -7.884143017232418, -6.124392781406641, 5.496021268889308, 6.075877410825342, 6.902749814093113, -3.7113584727048874, 5.0182625078596175, -7.132001508027315, -6.522439304739237, 5.98161681368947, 0.18017635987254946, 0.23801626781890223, 0.3493629331425382, 0.36849956923836236, 0.3496436958083118, 0.41302239681826813, 0.41464495614072383, 0.5735566885467418, 0.48593579215257177, 0.37205633223318796, 0.2686680419239403, 0.17942408956007222, 0.2827013214073566
brusher, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, -6.013683489523828, -6.190231126965955, 5.640366110950708, -8.07040324062109, -4.0626747868955135, -8.200354332104325, -5.703580503817648, -7.387783966958523, 4.263903938233852, -5.005755270365626, -8.884563907980919, -6.612315662205219, -6.2926734909415245, 0.27569403131220627, 0.17710079328373654, 0.2851065427026367, 0.66845708485604, 0.5775909223763845, 0.5593540165537872, 0.8071100360077997, 0.7854161168209015, 0.451277175171144, 0.30510476544130904, 0.3219228638644155, 0.30884276460145027, 0.29119700266077164
bryologist, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, -6.052944455295801, 8.666485806228593, -6.596794560551643, -8.194934204220772, -7.921770174056292, -8.475576231256127, 7.53587439423427, 6.245222494006157, 4.21477909758687, -5.677482369821519, 8.721758870407939, 5.710643343627453, -5.720210982486606, 0.26000733808167403, 0.3990646080196344, 0.36740124273447944, 0.41195403912353457, 0.5680098462296357, 0.4921561536354943, 0.4161208396310143, 0.5534415073562339, 0.306105317854311, 0.22506053943783655, 0.3621337832704805, 0.2677482987060966, 0.33441853881000383
buccaro, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, -6.137205406092107, 7.970698991091922, 6.452699933201075, 7.5586018189787865, -5.826944259926677, 5.219136403873563, -5.337442596908659, -7.8227022513747215, -4.113532431423664, -5.6063205623067915, 6.745699167251587, -5.993491839617491, 6.190677359700203, 0.33449094072399577, 0.2686129345247298, 0.33716312477601446, 0.39849231049136596, 0.25477879305963425, 0.32019916579179025, 0.4164624582161788, 0.3984752571447995, 0.289635762210577, 0.35238386698770463, 0.39154087618920563, 0.21799014672944408, 0.2824955848007047
budder, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 6.771391130052507, 5.829107614932582, -6.815170284360647, 6.081560954451561, -5.5401233322918415, -5.911839919164777, -6.557496828492731, -7.3658739775419235, -5.3788769245147705, 4.535783032421023, -7.4769663736224174, -9.508212432265282, 7.189608927816153, 0.6348146262813164, 0.5212086172839187, 0.42467989087470115, 0.43274875945698377, 0.36201063101465325, 0.3783346607826938, 0.7141382212265268, 0.6691686023762183, 0.23177821720555564, 0.1713791021868643, 0.15820565865241018, 0.5697472924851208, 0.28500530695991433
bufferer, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, -5.940221779979765, -6.06128220516257, 7.249747667461634, 9.14093715697527, 6.178866405040026, -5.452016299590468, -6.265771274920553, -6.767241597175598, -3.5964237824082375, -6.1551783555187285, -7.166935622692108, -5.41491424664855, 3.785694681107998, 0.33122783355591734, 0.4310368693453931, 0.161915784093488, 0.5721590175473019, 0.6350175456397185, 0.480025915883033, 0.604217323115908, 0.8434457285868222, 0.3324002171909692, 0.22849246188478645, 0.38666524548759856, 0.19477842406336346, 0.3104717663434035
buggyman, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 5.752509637735784, -7.424944805679843, 5.510613437741995, -8.516670979559422, -4.773952684714459, -7.629933202639222, 4.0341280600987375, 6.510537877678871, 3.5762145649641752, -5.8539807996712625, -7.886776722967625, 6.080444358289242, 5.148708362132311, 0.2895602508178836, 0.46001366197485494, 0.44652216118403903, 0.3417293514598091, 0.35339875881273203, 0.37524892580661695, 0.6033699044490453, 0.6151995805196575, 0.45018242531536345, 0.3415635164273006, 0.3555412009438817, 0.3841707870959797, 0.2955990198929396
bulker, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, -6.057161963544786, -7.8301894988399, -7.262264434248209, 9.2130790874362, -5.0227080676704645, -7.061658540740609, -5.297347960527986, -7.530273586511612, -4.08987108618021, -5.613236891571432, -7.810512863099575, -5.804156184196472, 5.499439112842083, 0.2822886442274569, 0.22502715375613583, 0.3205388749275664, 0.38113926243955226, 0.44894417171793244, 0.5703596851532591, 0.680197048933761, 0.6827186811286092, 0.3578525618571575, 0.41702912702857137, 0.42356415149223914, 0.2833521399941094, 0.3084256558801695
bulldogger, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, -6.66387655492872, -7.665955116273835, -7.470032591372728, 7.30792548507452, -7.065355125814676, -8.337206611409783, -5.8051542467437685, 6.725295051932335, -4.001402318477631, 5.931657282169908, -6.692450687289238, 7.369531339034438, 5.98864421248436, 0.23494079326984954, 0.27875170739451494, 0.5546949061421799, 0.5453110669411337, 0.4164148784302051, 0.6404232049891353, 0.8126777039431773, 0.5341009983902647, 0.6297416768679559, 0.32085288582245025, 0.2149665887501198, 0.476247212585306, 0.28987476938970025
bumboater, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, -4.93700763490051, -7.004599596140906, -6.023166175931692, -9.62326198630035, 4.512139646336436, -6.693156758323312, 5.546498817857355, -7.429792985320091, 3.628917343914509, -3.347052743192762, -5.889427468180656, 5.418732114136219, 5.534601531922817, 0.28247466458187037, 0.20765550735720487, 0.3350441951221106, 0.44393728158739654, 0.3190836477945653, 0.535751690165765, 0.7905850592414594, 0.6530223548097489, 0.623012682006275, 0.26792529715040697, 0.3380619393313475, 0.4297729144287573, 0.4183823252334765
bundler, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, -6.961761965416372, -8.14628462982364, 8.77227945998311, -8.429805673658848, 6.9463627226650715, 6.198846851475537, -6.8785558505915105, 7.6315902173519135, -5.188170984387398, -5.667919906321913, -7.740350589156151, -6.923029221594334, -5.526827786117792, 0.227274065808278, 0.17815942602716942, 0.39651537662505654, 0.6350535618763018, 0.8710873070835209, 0.43527762547613763, 0.6575991354748614, 0.5318551728079052, 0.2914155693711262, 0.40483438263327975, 0.4474625323506945, 0.4010103072535583, 0.319601686397113
burlapper, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, -5.9006092650815845, -7.7889089833479375, 6.615938860923052, 8.269610282033682, -5.485322121530771, 5.501552114263177, 3.597472538705915, -7.063992835581303, -4.5928076058626175, -3.2797355228103697, -6.920552097260952, 7.360131520777941, 5.201285421848297, 0.2002604414610597, 0.46173281823071904, 0.41619517999962097, 0.1683855533863397, 0.46786445293181167, 0.3196148689783392, 0.5034457392705771, 0.6521859562634352, 0.3727238627322925, 0.23793817199647022, 0.20848956881681346, 0.38666533996199176, 0.3438190445202183
burnisher, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, -6.842327541671693, 6.168514606775716, 6.470137033611536, -9.144294194877148, 5.556506518274546, 5.201779981143773, 5.028271501418203, 7.992798298597336, 4.091828557662666, 5.352966209407896, 7.464641258120537, 7.018018871545792, 5.28112483676523, 0.38995962195916123, 0.28745461018150775, 0.18511234622905065, 0.6329286801127686, 0.2777965666146134, 0.44276024563001015, 0.6859833695261841, 0.4088234658190749, 0.4079748813874206, 0.2704138358655281, 0.48698165877594496, 0.48672958513304504, 0.17952801622560177
bursar, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1, -5.7475667437538505, -8.604021738050506, -5.393800262361765, -8.017805568873882, 5.586897149682045, 6.816256126388907, 5.018665496725589, 9.502031311392784, 3.641027085483074, -4.805879580322653, -8.870207756757736, 6.345413500443101, -5.231337293982506, 0.25032863293408175, 0.31254480073591073, 0.28238892200482946, 0.33562973500450083, 0.6906131603309444, 0.5420403889175861, 0.4788272146934407, 0.2995153302154566, 0.42676834750498505, 0.3416488452280999, 0.4052785319228084, 0.3442371495790165, 0.40311201593239415
busboy, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, -6.59217547532171, -6.129203433869407, -5.355371538549662, 7.358504489064217, -6.2430944330990314, 7.83014708943665, -6.787934628780931, 5.990816041827202, -3.601045899093151, -5.1315479404293, -7.009422205388546, -5.975467994809151, -5.076558221131563, 0.15467653784345317, 0.28678906624417494, 0.23872862334054507, 0.41688391029397864, 0.48018175322494533, 0.7171761046133638, 0.687563626931567, 0.5328395925458624, 0.6296335239224302, 0.333584709821792, 0.3011846663874804, 0.36600886048083053, 0.28062492185852217
busgirl, 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 6.201712674461305, 5.756746580125764, -6.541542809456587, 7.759246863424778, 6.168789733201265, 6.539057349786162, 6.533200783189386, -6.319548547267914, 4.093306824564934, -4.181907718535513, 5.66895093023777, 5.6819300763309, 4.574037186801434, 0.6353434766701643, 0.6662369914051347, 0.4956424143121202, 0.35379856518482405, 0.37152408342046084, 0.47177695909642603, 0.5305299551939551, 0.5227024484661523, 0.43852966673535504, 0.20992497440117108, 0.42256124278274576, 0.3104784391391573, 0.3178512857311949
bushler, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, -5.996928849257529, 6.514412311138585, -5.970567528158426, -7.944378286600113, -6.667684640735388, -7.388743603602052, -4.822388136293739, 5.912930056452751, -4.953154779970646, -4.025063695851713, -6.910110235214233, 5.961904160678387, 5.569094426929951, 0.4242864820486525, 0.4512128963748407, 0.42651987868507923, 0.4247829655278903, 0.4257421472809821, 0.43195666929015536, 0.6229520914989911, 0.5245166951737688, 0.28809812327965967, 0.18896511454036916, 0.28289433528630237, 0.2988146206503265, 0.2708757569325823
busperson, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, -5.633806741796434, 4.575032527325675, 5.266182649880648, -7.112842403352261, 6.440477257594466, 7.123859902843833, 5.668887977954, -6.471387589350343, -3.745406463742256, -4.519250643905252, -7.127366214990616, -6.01404594630003, -5.751923963427544, 0.2756945377220117, 0.41125355476994135, 0.2890701687699284, 0.40674030526879895, 0.5376979249909631, 0.4625290261951357, 0.5535189591877292, 0.5997399487007788, 0.36082922397024697, 0.29822739717470853, 0.3392276968604097, 0.2681118592003459, 0.26300907501206316
busser, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 4.9728729808703065, 3.6530937154311687, -5.67223147302866, -8.644971065223217, 6.401620227843523, 6.637731926515698, 6.497747858520597, -6.314636990427971, -5.081380121409893, -3.6261059106327593, -7.0794462114572525, -5.85437595564872, 5.165785096585751, 0.40354824097867603, 0.6767289574857984, 0.4599529047584444, 0.4478550752502195, 0.6211982990186554, 0.5483606799608696, 0.5471457946473852, 0.6154612807310609, 0.44271858908635975, 0.22036963793298797, 0.3847645561424564, 0.3420840155461886, 0.24475479486378376
butcher, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, -7.546726738102734, 6.490226241527125, -7.607299126684666, -7.807697422802448, -7.815861444920301, -8.753268392756581, -6.486225774046034, -8.537584066390991, -4.402003761380911, -4.78801325079985, 6.3369084764271975, 6.2573012560606, -5.330718342214823, 0.5316845037300438, 0.5021309138776346, 0.3059911259038127, 0.6622965667481847, 0.6018313841359961, 0.714736607842752, 0.5201308583282889, 0.9576074974572663, 0.3840878582817727, 0.1718827817466779, 0.358109671688224, 0.6004934060661711, 0.3451160652376005
butcherette, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, -5.625537031330168, 6.786206132499501, -8.144734252244234, 7.512412212789059, 8.013334054499865, -6.411795744672418, 6.310989899095148, -7.1894951313734055, -5.199110642075539, -4.29295746749267, -6.140115559101105, -4.605977714061737, -6.160010740160942, 0.33557426323348705, 0.37225634425720544, 0.22847596292647682, 0.5470324687360493, 0.5831008530994328, 0.4599510711730641, 0.6141077092519591, 0.40942770954280194, 0.39822952329944505, 0.23547369796454837, 0.44772655866437616, 0.3782883403161166, 0.1803181558997322
buttermaker, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, -5.485459535382688, 8.447613994358107, -6.998604375869036, 8.768074929714203, -8.65210884436965, -7.705114351585507, -6.8985457248054445, -5.926575854420662, 4.411000348627567, 5.891039574984461, 6.2873391807079315, -6.330517800524831, -5.997723691165447, 0.30379792890088964, 0.49169296254201095, 0.32671331904740974, 0.44746333583717635, 0.6100102156708461, 0.754185791108409, 1.0261297409905024, 0.7995707801179711, 0.5460820330342424, 0.33512631335675713, 0.3852222639616603, 0.18552554998292559, 0.13748034603414117
buttoner, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, -6.486364505253732, -6.296893159626052, 6.312007885426283, 6.4552595764398575, -7.2210796140134335, -7.908236833289266, -6.966678140219301, -6.278695002198219, -4.318689934909344, -5.640187664423138, -7.446280002593994, -6.129808858036995, -4.827668990939856, 0.3718142541931177, 0.3708175633841905, 0.20288896857200947, 0.391961601721645, 0.8703084305380739, 0.6127874680196097, 0.8811619489377402, 0.6724091625047706, 0.4882789030470753, 0.5180919699145361, 0.36741195227463347, 0.32029918778844857, 0.293487396526081
buttonholer, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, -5.437499168328941, -6.796026752563193, -7.158346805721521, -6.452167185489088, -6.96324123069644, -7.5638261483982205, -6.507171282079071, -7.349714405834675, -4.423750606714748, 4.621328790672123, 6.392047330737114, -7.109179709106684, -5.400426367916225, 0.35201712823994535, 0.31427533384710954, 0.3083128109130162, 0.47989562017798926, 0.6309055508282946, 0.4883738419709419, 0.75900849616684, 0.6974154717380443, 0.41599001335032304, 0.3447064143796438, 0.44571678029279527, 0.3432087222720297, 0.2344966562771699
buyer, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, -6.42261581774801, -9.157869716407731, -8.594380099326372, -7.327957279980183, -6.620223522186279, 7.750458965077996, -8.069423650857061, -7.147569953900529, -5.436575707048178, 6.5679062330164015, -9.017389714717865, 6.203971149865538, -5.642292536795139, 0.3566469738213376, 0.5805431147657723, 0.4308707356922428, 0.524950911489328, 0.40211925182676445, 0.34746408796943584, 0.7267874324164434, 0.6891848594715034, 0.4254594098773535, 0.5006057399519209, 0.7048351323082114, 0.4133876136641994, 0.34792791575034276
cableman, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, -8.116825110279024, -10.275212707696483, -7.273979123681784, -8.56058669090271, 6.143246565014124, -9.383919151499867, -7.54082136368379, -7.915316857397556, -4.671165108680725, -5.238532079849392, -8.087667748332024, -5.439616337418556, -5.727955050766468, 0.4489384995757045, 0.641258143667947, 0.5136229314725007, 0.6334754898686572, 0.5162269013503433, 0.5697357101454555, 0.9940884591917608, 0.7656768120351802, 0.3761676081284288, 0.33181342898504096, 0.2288802814725895, 0.22535149282303213, 0.2813372327415727
caddie, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 6.830642997287214, 7.567597972927615, -8.023279819637537, -6.957562871277332, -5.955115620046854, -7.635263780131936, 8.637738374527544, 8.870155319571495, 4.491275899112225, -5.316862563136965, 9.141235284507275, -6.950170446187258, -7.027232773602009, 0.562760529011453, 0.7545894970041445, 0.6113149489456561, 0.44974154294909896, 0.7441400694756433, 0.6340627440798274, 0.8616971213735535, 0.6522941071288076, 0.40253850107194533, 0.27455238507570795, 0.5563704002993934, 0.13999655269570946, 0.3472161633290588
caddy, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 4.772828274406493, -6.555818145396188, -7.027492228895426, -5.730510480701923, -6.483343567699194, -7.203432003036141, -6.040600848849863, 7.74164105951786, 4.188832625746727, -5.3033598507754505, 9.186337321996689, 6.509272634983063, -6.958447333425283, 0.2770496428810123, 0.27109455198507676, 0.37761094062113415, 0.6424396383492511, 0.42398500745190926, 0.5992932350432297, 0.7274606402451457, 0.5160112059706614, 0.4091715281701175, 0.24799554041849475, 0.5435213762150977, 0.2783178605849335, 0.17304400476691084
caddymaster, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 3.9536243164911866, 7.1907648865599185, 7.944691088050604, -6.703150637447834, -6.077128667384386, -6.278377214446664, -5.813603515271097, 6.8539098389446735, 4.329537533223629, 5.134718506131321, -7.4931479804217815, -6.596814338117838, -6.592976205050945, 0.40403746797725104, 0.401802496538954, 0.5403348451746988, 0.6059189489156623, 0.3034656710350857, 0.550894969818338, 0.642056266385622, 0.6064128708143031, 0.3855510250587796, 0.2854146492223477, 0.3605119969468663, 0.18124664218889414, 0.1837563981918302
calciminer, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, -6.128592251800001, -6.391691977856681, 7.652173940092325, 10.003866128623486, -6.607944473624229, -7.055607324466109, 7.129021247383207, -7.8911143615841866, -4.666165359318256, 5.147624159697443, -7.378490336239338, -5.90392342209816, 5.803783491253853, 0.20429496509997072, 0.2006008486444923, 0.4063629271588449, 0.2995399121572656, 0.2972399754194647, 0.3277715648800742, 0.6186465960703094, 0.30299404812162833, 0.31260899577438483, 0.39965824751259577, 0.2548392762057478, 0.33665967181725587, 0.35311022397179287
calenderer, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, -7.235407656989992, -7.718288963427767, -7.4514891020953655, -8.1748748421669, -5.547776836901903, 6.570311984047294, 5.61421657120809, 7.4028074741363525, 4.235138423740864, -3.7205066294409335, -7.821270959451795, -7.2665855176746845, -5.151855523698032, 0.5227296416933719, 0.3004202581468956, 0.5995435834308414, 0.5031140512277416, 0.5342515895201059, 0.19425993782590917, 0.5173985807506939, 0.5306976687726006, 0.4526319869816286, 0.18991017573625413, 0.3652485648232786, 0.40671627546570843, 0.2456493365175696
calker, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, -6.993869445286691, -6.502361166058108, -6.908378932625055, -7.040066473186016, -6.321019429713488, -6.370806822553277, -5.416587998624891, 6.934599906206131, -3.748286433517933, -4.792316431645304, -6.478429589420557, -7.137466616928577, 5.018309123814106, 0.31944041276048163, 0.46113014736446467, 0.22842425805922778, 0.7225336385856821, 0.49632935278003537, 0.34248656343857925, 0.3600532508869752, 0.47049183676091966, 0.2369491191355355, 0.3342747246240688, 0.32600853298058446, 0.14450242719289064, 0.3789402099568433
candlemaker, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, -4.854792392812669, -8.213421772001311, -7.104951988905668, -8.164196752011776, -6.980243686586618, -7.132439250126481, 7.332294737454504, 8.076493851840496, 3.570711739361286, -5.2544250139035285, -6.05115731805563, -6.7183074578642845, 5.422642700374126, 0.39005533859963876, 0.4195117051438229, 0.3330903942687052, 0.1449372262289031, 0.40981545829592037, 0.6919144270071893, 0.766690350433854, 0.6057936910870393, 0.5013998420959098, 0.44252390647004125, 0.35986458169956503, 0.2846478928990068, 0.33157086389145884
cannoneer, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, -4.425717570818961, -7.201131838141009, 5.53817592933774, -7.262526102364063, -6.521435793489218, 7.920731479302049, 5.284824242349714, 6.572981223464012, -3.8513255640864372, 4.54549058759585, -5.615308031439781, 5.586830422282219, -5.6086555272340775, 0.32103534399606376, 0.5159294065616113, 0.3749039629854, 0.4043684811603774, 0.7206758270206333, 0.6472700434734698, 0.5954788278071659, 0.7397359256002397, 0.4357774918392316, 0.2327027771854063, 0.4310440333279375, 0.2853497254654976, 0.21094465896335343
caponizer, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, -5.2658506548032165, 5.44227882171981, -6.493856026325375, -7.929355430067517, -5.987675171345472, -6.80595344863832, 7.08678870415315, -7.316592171788216, -4.753893651068211, -5.216092164162546, -5.940287639386952, -7.396728018298745, 5.548107206821442, 0.3087002060153468, 0.5198908741530308, 0.37183610404167766, 0.17898768948373864, 0.485338800807289, 0.532403915399945, 0.5382046236625322, 0.5579601451553222, 0.35444994571412003, 0.33451311118882854, 0.4619440375422196, 0.20106333241087435, 0.37197376569079343
carbider, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, -5.047842339612544, -6.368528963299468, 6.752049167640507, -8.252866439521313, -5.599694896489382, -8.412917027249932, 7.840508861001581, 8.086641147732735, 5.652016215026379, -5.785862403456122, -7.178140523843467, -6.872610718011856, 6.824357856065035, 0.23166221392100925, 0.263598311124304, 0.11498244298824604, 0.29771988209646905, 0.3480682209131318, 0.38813219050688297, 0.5439229922398221, 0.38029279987696296, 0.3158509154170718, 0.4305229121914931, 0.22338684490006822, 0.21238781503548207, 0.23553349589269376
carbonator, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, -4.525026583112776, -9.592003348050639, 7.862753450870514, -8.967453710734844, 4.805179886519909, -8.489094907417893, 8.152343390043825, 7.83777841180563, -5.110601969063282, -5.728891039732844, -8.147622048854828, -6.447597622871399, 4.911683656275272, 0.24151119017230493, 0.3240643406063075, 0.126730667015357, 0.2986030472661234, 0.6210100871588872, 0.5558242758541851, 0.7634290682074809, 0.755911828365528, 0.4711389773557826, 0.316327822167746, 0.41488083739191345, 0.23126539130187762, 0.20498719933930742
carbonizer, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, -6.267875655554235, -8.33205936360173, 8.86642288044095, -7.734104804694653, 5.388883296400309, -9.175171384587884, 7.616737802978605, -5.824603040702641, -3.8654693961143494, -5.500051444862038, 7.286431282758713, -6.8433626145124435, 5.911763168871403, 0.39929145501967483, 0.42393507674018416, 0.33030718344550325, 0.40691163727908186, 0.4971718263635758, 0.7821918279624005, 0.764209350705493, 0.5641868796776188, 0.46253273158004693, 0.19589319698711397, 0.46606901474218765, 0.3245270798099651, 0.36048657067113365
carburizer, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 4.2810771176591516, 6.929598902584985, 6.063676293939352, 7.383353151381016, -5.463393215090036, -5.949339801445603, 6.958658379968256, 8.869399756193161, -5.611094202846289, -5.292398931924254, -6.505497908219695, -7.417455568909645, -4.491578318178654, 0.35952073607631824, 0.4833995649437044, 0.2752336555539252, 0.3563412895359791, 0.4610069131485349, 0.436322526738173, 0.7688008018281054, 0.5067265113125154, 0.4967567564333201, 0.3401227750178037, 0.3201582219738569, 0.26618637131728995, 0.35538010664388997
cardiographer, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, -4.998126617632806, -8.603025569347665, 7.1139613799750805, -9.053745359182358, -6.702651519328356, -6.777634250000119, 7.927445327397436, 8.74870266765356, 4.742300774902105, -6.140877112746239, 8.703595615923405, 7.081149630248547, -4.818586319684982, 0.22430866726571924, 0.21436510413079332, 0.2141558784290397, 0.45496985506217935, 0.40004971795805383, 0.17082863346018523, 0.427113320752348, 0.5013179999556874, 0.3549312047458856, 0.5329484647109847, 0.48609709307925303, 0.29441214690707834, 0.4471141886394665
