word, gender_class_00, gender_class_01, gender_class_02, gender_class_03, gender_class_04, gender_class_05, gender_class_06, gender_class_07, gender_class_08, gender_class_09, gender_class_10, gender_class_11, gender_class_12, gender_spectrum_00, gender_spectrum_01, gender_spectrum_02, gender_spectrum_03, gender_spectrum_04, gender_spectrum_05, gender_spectrum_06, gender_spectrum_07, gender_spectrum_08, gender_spectrum_09, gender_spectrum_10, gender_spectrum_11, gender_spectrum_12, gender_relevance_00, gender_relevance_01, gender_relevance_02, gender_relevance_03, gender_relevance_04, gender_relevance_05, gender_relevance_06, gender_relevance_07, gender_relevance_08, gender_relevance_09, gender_relevance_10, gender_relevance_11, gender_relevance_12
admeasurer, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, -0.6263381194346027, -0.5391117130762091, -0.40480063684573886, -0.2298962227133964, -0.07272290622217473, -0.1984436743806839, -0.30535818554144867, -0.5283854655733051, -0.5274596475729334, -0.7001028028292959, -0.6257279285529918, -0.217505839283615, 0.11260952158796035, 3.2194363238251373, 3.450336812559515, 3.7886014585768915, 3.9182064710725446, 4.367170769372564, 4.447349766535375, 4.530343634382739, 4.874120033219537, 4.591756202560029, 5.220663863927845, 6.0138301748858884, 5.976826005744313, 6.1396480139163305
administrator, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, -0.2113666246423643, -0.1656936700880545, 0.05745861125964033, 0.0442649326472941, -0.19397215030776177, -0.3304700537616493, -0.4141709276562864, -0.3079504196985149, -0.47271534014724315, -0.2869107502318861, 0.04907266716650272, 0.10954804692786818, 0.18727050966322867, 5.834295860070038, 5.4902963428151805, 6.103064230381761, 6.346779265014752, 6.985349226591378, 6.8951081768030065, 7.085852280709611, 7.357433348746913, 6.285451519342043, 6.960191295932514, 7.758299235324619, 8.199037961560997, 7.754541396732169
advertiser, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, -0.10103606653773209, -0.0521969096705847, 0.12108357568772046, 0.3653648725069084, 0.36841535080985904, 0.13147697362957136, 0.22906750819025126, 0.011021675694701603, -0.26820652480852114, -0.3610735198051427, -0.32155571949230527, -0.40779546497668806, -0.012456075199015829, 4.168768966170912, 4.526035140089929, 4.890014150768662, 5.246746543722546, 5.640551312975537, 5.830404142523036, 5.807707424924357, 5.94287331359417, 5.444572165281799, 6.125889959053957, 6.87272848537242, 7.127546379259806, 7.046055547886904
advisor, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, -0.10399651193897493, -0.003389032907661494, 0.004587771924747198, -0.052863355886672715, -0.06202091928394781, 0.22110943091339058, -0.11734509761030108, -0.3226763243175034, -0.6623271036396405, -0.786042041341421, -0.9610276125903039, -0.9593512020420077, -0.663972205184456, 5.583102655152173, 5.003511753143465, 5.557389655690372, 5.869282998727618, 6.380129936754786, 6.085523786140214, 6.391402232483442, 6.845021451822019, 6.368814407468552, 7.313044602741256, 7.915664426218891, 8.147246730531597, 7.41238624564304
aerodynamicist, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, -0.29641380591009553, -0.4796928830595717, -0.47525217011040355, -0.10368553280915277, -0.15506332958390306, 0.007715130719887692, -0.06265368481805024, -0.43192848412428936, -0.7416661785871285, -1.0012684105265741, -1.4270204303296963, -1.361351827208066, -1.4282543963116083, 4.087054156282581, 4.080287100185524, 4.5106989948927305, 4.8128093751781496, 5.313419333972718, 5.308034537073736, 5.568434551020175, 5.835701202768217, 5.146660907162297, 5.667652630640846, 6.522426229953708, 6.504584663727729, 8.365166112217603
aerographer, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0.07486595858070437, 0.09296640862422313, 0.17740606142695983, 0.2602823763393916, 0.07918485262790423, 0.04305019569944482, -0.03928197284782423, -0.4587992013499335, -0.7621225319476309, -0.9061125151578517, -0.8664831313417223, -0.8463429425409675, -1.1706609838644806, 3.9862570713771777, 4.143641294215902, 4.760539470962174, 5.145532829598601, 5.610473942571174, 5.643879108926342, 5.891478975555607, 6.159863740198066, 5.390383059876358, 6.016266019094403, 6.478486832583986, 6.422086669437555, 8.133391840379359
aerologist, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -0.05852792529126967, 0.01027673581215334, -0.12136499720076024, -0.11417711677915922, -0.21495477927445406, -0.3152150405567255, -0.4429197565529474, -0.7582362436419932, -0.8677193856857234, -1.1576016369902742, -1.1790019048244975, -1.2883795458679863, -1.643661784220057, 4.082358504995339, 4.110667681302146, 4.6810523255066965, 5.095070208492658, 5.496010885002865, 5.398860580154815, 5.699285432137879, 5.844404022599414, 5.191464385503071, 5.740992562406447, 6.291566729180835, 6.295763285817467, 7.867510746762681
aerophysicist, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -0.304838573762143, -0.2493013662917206, -0.33944400742279174, -0.2599077925653846, -0.3360734684817613, -0.4123926982408866, -0.4374738970751569, -0.6947483101488342, -0.8313703275597871, -1.079517240546584, -1.2138542379234813, -1.137093313081101, -1.2413890900859794, 3.410313563936773, 3.4778331868469494, 4.02800667496934, 4.280661547660161, 4.590788087448119, 4.906447919989144, 4.962421736906441, 5.367938788520103, 5.169542193601641, 5.730860263238355, 6.542263065132852, 6.608180955375165, 8.168759004005679
aesthetician, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -0.3628155023435034, -0.4442775157213976, -0.3018403974388336, -0.08692070489016934, -0.1685478467588001, -0.13405826089668452, -0.14881068737806416, -0.4359350070641623, -0.682060896019065, -1.060222444828216, -1.1156501988477765, -1.1640426040528624, -0.9164814086469327, 4.2339965015334915, 4.344236626350719, 4.75239107324622, 4.87065164161363, 5.304319491146046, 5.551860698275593, 5.671118349471267, 5.774129979881799, 5.111531997598474, 5.853493761188741, 6.696495039872163, 6.501801110361019, 6.7652925281620355
afterschool, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, -0.14543950878708728, -0.016562717695000326, -0.1510948123168747, -0.14220835827845418, -0.0002523198844200051, 0.2336579602019948, 0.18883460479928518, 0.16678704777437678, -0.05832569305588804, 0.03968791233268067, -0.1534326854487148, -0.673153690938247, -0.24131750273003505, 3.6556561919399186, 3.479618050350375, 3.901791840743903, 4.162896294893008, 4.658830746813771, 4.859573956049662, 4.800171873254088, 5.119097780869743, 4.743302707711475, 5.572093549841662, 6.265856296733939, 6.3681704115188165, 7.170043772654818
agent, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -0.3463567894632262, -0.36024214502196616, -0.4157269189799798, -0.3363356761918703, -0.4203943376251626, -0.3245627925290916, -0.5208350209232908, -0.5029076478776014, -0.4329506403215986, -0.3755211973936591, -0.22240293885685453, -0.2919321088917639, -0.20820689877577236, 5.845495689385765, 5.55684913952741, 5.697746001483628, 6.024753609929051, 6.656103276941483, 6.4359265139376625, 6.8516245879300515, 6.904922595583305, 6.300702059727162, 7.403313488013008, 8.139696217059406, 9.082442878601487, 8.877270585719213
agriculturist, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -0.3083325161318207, -0.3343195540760673, -0.26922754004312466, -0.08204708814578039, -0.23956366855905326, -0.2781699246512548, -0.1365305926063887, -0.3189291941896088, -0.3420499517930602, -0.5876985524375765, -0.6015093052656384, -0.5311328632152178, -0.2723783034815102, 3.0308284134260703, 3.140443221339403, 3.3903454204958625, 3.6994188688874092, 4.069574225723635, 4.344826055016721, 4.48597808581416, 4.933130344741414, 4.655532007313523, 5.5245137750706785, 6.1894218566421975, 6.386228745507707, 7.903827661132558
agronomist, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -0.38573696848725836, -0.5078671309371342, -0.40733981151679727, -0.38141878796710627, -0.4521848215149347, -0.5665099910071556, -0.4501765079870108, -0.6652645496326441, -0.6074749595247806, -0.9791459774912352, -0.9827488555524602, -0.7864537508608647, -0.7833240868944282, 3.245061703898239, 3.4191162326122484, 3.7603469547048056, 3.937130271721778, 4.1786035693581365, 4.4299043163862795, 4.588626899787536, 5.01994753782474, 4.683157961395461, 5.402037583197808, 5.941662958179297, 6.160887999863447, 7.690428272199162
