id, 2dx, 2dy, color, size
0, 0.0004296363331377506, -0.02680237405002117, -0.5104632468357748, 20
1, -0.014622275717556477, -0.019633376970887184, -0.4627565427161363, 20
2, 0.0006441836012527347, 0.016293535009026527, -0.5275635193311514, 20
3, -0.044844962656497955, 0.0017125988379120827, -0.9996680663821935, 20
4, -0.014744033105671406, 0.01494109258055687, -0.4111957397136179, 20
5, -0.014316742308437824, -0.021310359239578247, -0.5811749369545541, 20
6, 0.01696498692035675, 0.03836396336555481, -0.5028618929497373, 20
7, 0.021136842668056488, 0.0587405189871788, -0.49780196452927755, 20
8, 0.00850635301321745, 0.012367422692477703, -0.3082191044349951, 20
9, 0.000993928755633533, -0.002852191450074315, -0.7645232361078478, 20
10, -0.006705373525619507, 0.03973997384309769, 0.11260952158796035, 20
11, -0.058918245136737823, -0.005487275309860706, 0.18727050966322867, 20
12, 0.020840922370553017, 0.016918526962399483, -0.012456075199015829, 20
13, -0.04969470575451851, -0.00028298201505094767, -0.663972205184456, 20
14, 0.026040198281407356, -0.03697684034705162, -1.4282543963116083, 20
15, 0.011259673163294792, -0.038474325090646744, -1.1706609838644806, 20
16, 0.0008511018822900951, -0.05933921039104462, -1.643661784220057, 20
17, 0.04672830551862717, -0.032468415796756744, -1.2413890900859794, 20
18, 0.0005189043004065752, -0.0013495823368430138, -0.9164814086469327, 20
19, 0.015656299889087677, 0.006322778295725584, -0.24131750273003505, 20
20, -0.08969562500715256, -0.015990566462278366, -0.20820689877577236, 20
21, 0.043513163924217224, 0.024741724133491516, -0.2723783034815102, 20
22, 0.017788074910640717, -0.018495885655283928, -0.7833240868944282, 20
23, 0.010945061221718788, 0.008547715842723846, 0.46668072124190924, 20
24, -0.008863790892064571, -0.04917122796177864, -1.061544069046561, 20
25, -0.006810185965150595, -0.017129046842455864, -0.9771700137017053, 20
26, 0.01203425507992506, -0.043084535747766495, -0.9314858191140675, 20
27, 0.010517525486648083, 0.00500835757702589, -0.6589736950811795, 20
28, 0.0025657168589532375, 0.01884276792407036, -0.2399069457386488, 20
29, 0.009669598191976547, 0.02680807188153267, -0.39169976119674726, 20
30, 0.030812323093414307, -0.0065629384480416775, -0.20492686000534122, 20
31, -0.05335989221930504, 0.00833130907267332, -0.8565343701171126, 20
32, 0.0027274913154542446, -0.010329247452318668, -0.11369744532973734, 20
33, 0.013822388835251331, -0.03375618904829025, -0.07152562740380712, 20
34, 0.021899720653891563, -0.015286341309547424, -0.405727751715571, 20
35, 0.04180676490068436, -0.02359682135283947, -0.1605201218680105, 20
36, 0.005031593143939972, 0.0067724003456532955, -0.5518826866380716, 20
37, -0.01888839341700077, 0.015357737429440022, -0.3388106835274068, 20
38, -0.045566849410533905, -0.025482576340436935, -1.327225748099971, 20
39, -0.01980951987206936, 0.018028661608695984, -0.2712757753376856, 20
40, -0.0341135635972023, -0.03304527699947357, -0.1934377225456771, 20
41, -0.005386623088270426, -0.030616559088230133, -0.6891711678267284, 20
42, -0.002902020700275898, -0.010049945674836636, -0.5818790039222417, 20
43, -0.009979259222745895, -0.023556172847747803, -0.4944559109021065, 20
44, -0.05554145574569702, 0.007925421930849552, -0.562702269207275, 20
45, 0.018098661676049232, -0.005538524594157934, -0.5194694893644621, 20
46, -0.0367887020111084, -0.00017441739328205585, -0.5380335377894435, 20
47, -0.00694747781381011, -0.0004426641098689288, -0.46280707120600906, 20
48, 0.008490943349897861, 0.02102920226752758, 0.10658913826341597, 20
49, 0.027054470032453537, 0.046608202159404755, -0.2038724380186273, 20
50, -0.03528113290667534, 0.009254214353859425, -0.6958377193914084, 20
51, -0.005114662926644087, -0.0024142570327967405, -0.6387950309500195, 20
52, -0.010221278294920921, -0.00036453732172958553, -0.6662175907363793, 20
53, -0.0709737166762352, 0.022858889773488045, -0.4408823787055743, 20
54, -0.030917352065443993, 0.012702596373856068, -0.44520566111874765, 20
55, 0.016311217099428177, 0.004937250167131424, -0.25854717116205495, 20
56, -0.016582105308771133, -0.021154874935746193, 0.15249500969544189, 20
57, 0.0027752560563385487, 0.026997800916433334, -0.2625803363745906, 20
58, -0.015555796213448048, -0.01059186551719904, -0.7479520256927101, 20
59, 0.03393610566854477, 0.017511961981654167, -0.2227633048679249, 20
60, 0.005163055378943682, -0.05245388299226761, -1.2723822101820277, 20
61, -0.05694187432527542, -0.005732967052608728, -0.7056522381016517, 20
62, 0.022484837099909782, -0.02820604294538498, -1.211249935921959, 20
63, -0.03038964234292507, -0.018611812964081764, -0.9805876894232087, 20
64, 0.0034215624909847975, 0.01057827565819025, -0.08846838578253426, 20
65, 0.035081878304481506, 0.015805654227733612, 0.5068762920243294, 20
66, 0.012626023031771183, -0.031532060354948044, -0.6861547205332228, 20
67, -0.004725140519440174, 0.006077658850699663, -0.5417016817321415, 20
68, -0.023961784318089485, -0.027801034972071648, -0.5111405077896244, 20
69, -0.011882252991199493, -0.017204253003001213, -0.6863811382721553, 20
70, -0.022222792729735374, -0.023890864104032516, -0.5635455114170717, 20
71, -0.05308389291167259, -0.0018417912069708109, -0.5009965414561572, 20
72, 0.0012961708707734942, 0.0017028232105076313, -0.8896778056428558, 20
73, 0.0008583948947489262, -0.026637984439730644, -1.199327743156801, 20
74, 0.009011783637106419, -0.016310924664139748, -1.339949294631946, 20
75, -0.05048302933573723, -0.007931784726679325, -0.7602634417922086, 20
76, -0.022901440039277077, -0.02361946739256382, -0.7422357635321765, 20
77, 0.01922849379479885, 0.02425168827176094, -1.0863999391368968, 20
78, -0.06382030248641968, 0.03239470720291138, -0.4971220049791257, 20
79, -0.006648991722613573, 0.013371405191719532, -0.3135800849267431, 20
80, 0.015535139478743076, 0.017464645206928253, -0.1624970808995208, 20
81, 0.02803944982588291, -0.023537995293736458, -0.5463781911615455, 20
82, -0.0621534064412117, 0.020031174644827843, -0.8617637383999166, 20
83, 0.04475782439112663, 0.01749735325574875, -0.3891765169950245, 20
84, -0.034979015588760376, 0.012668324634432793, -0.0825205245441009, 20
85, -0.04461178928613663, 0.026657117530703545, 0.16040117669524867, 20
