id, 2dx, 2dy, label, color, size
0, -0.05309407413005829, 0.0335417203605175, accountant, 9.26, 20
1, -0.1650521457195282, 0.20628851652145386, administrator, 10.9, 20
2, 0.15329961478710175, 0.12639601528644562, advisor, 13.37, 20
3, 0.006492100656032562, 0.13440285623073578, appraiser, 20.33, 20
4, 0.17347975075244904, -0.0306079238653183, architect, 2.83, 20
5, 0.12739048898220062, 0.1280374974012375, auditor, 28.04, 20
6, -0.058150190860033035, -0.05153529718518257, baker, 8.93, 20
7, -0.05047789588570595, -0.016461865976452827, bartender, 20.42, 20
8, 0.11216433346271515, 0.23648905754089355, broker, 13.62, 20
9, 0.02849980816245079, -0.1281842738389969, carpenter, 11.99, 20
10, 0.1519339382648468, -0.07081975042819977, cashier, 67.46, 20
11, 0.01835719868540764, 0.04046517238020897, chef, 6.66, 20
12, 0.07645563781261444, -0.16701386868953705, chemist, 10.13, 20
13, 0.010219053365290165, -0.05432669445872307, clerk, 56.0, 20
14, 0.026838434860110283, 0.06023804843425751, counselor, 46.45, 20
15, 0.05109785497188568, -0.007819157093763351, dietitian, 86.49, 20
16, -0.2157921940088272, -0.06823902577161789, dispatcher, 68.57, 20
17, -0.06691440939903259, 0.09680970013141632, doctor, 9.2, 20
18, 0.061037760227918625, -0.07479041814804077, educator, 42.32, 20
19, -0.08512707054615021, -0.03623224422335625, electrician, 0.8, 20
20, 0.05294247344136238, -0.20498161017894745, engineer, 1.99, 20
21, 0.17523781955242157, 0.2032056599855423, examiner, 6.9, 20
22, -0.19978635013103485, 0.0730968490242958, firefighter, 3.09, 20
23, -0.2649582624435425, -0.22641302645206451, hairdresser, 80.11, 20
24, -0.27756258845329285, 0.016997572034597397, hygienist, 25.0, 20
25, -0.09650608897209167, 0.27019941806793213, inspector, 2.35, 20
26, 0.16982311010360718, 0.007602911442518234, instructor, 16.07, 20
27, 0.08867142349481583, 0.1494983583688736, investigator, 5.29, 20
28, -0.23657745122909546, -0.1685204654932022, janitor, 4.2, 20
29, 0.05319768562912941, 0.0018303812248632312, lawyer, 7.35, 20
30, 0.07798990607261658, -0.0463227704167366, librarian, 85.58, 20
31, 0.044593602418899536, -0.16258209943771362, machinist, 6.11, 20
32, -0.3428608477115631, 0.1366998255252838, manager, 5.18, 20
33, 0.06343737244606018, -0.10091452300548553, mechanic, 0.89, 20
34, 0.04671633988618851, -0.10538100451231003, nurse, 88.31, 20
35, -0.007388130761682987, -0.038186632096767426, nutritionist, 27.27, 20
36, -0.11682558059692383, 0.07121475785970688, officer, 7.29, 20
37, 0.12947574257850647, -0.09788459539413452, painter, 11.65, 20
38, 0.11725757271051407, 0.22917301952838898, paralegal, 86.32, 20
39, -0.1686292588710785, 0.006296300329267979, paramedic, 7.52, 20
40, 0.06628068536520004, 0.1067267432808876, pathologist, 11.48, 20
41, -0.07746166735887527, 0.09355166554450989, pharmacist, 11.53, 20
42, 0.05572676658630371, 0.08919381350278854, physician, 8.41, 20
43, -0.3060741126537323, 0.01834626868367195, planner, 20.96, 20
44, -0.09269845485687256, -0.16332796216011047, plumber, 3.34, 20
45, 0.07813936471939087, 0.1429917961359024, practitioner, 34.19, 20
46, 0.11583366245031357, 0.0012565073557198048, programmer, 4.04, 20
47, 0.11739768832921982, -0.20063143968582153, psychologist, 33.15, 20
48, -0.04565046727657318, -0.17043018341064453, receptionist, 67.22, 20
49, -0.1625058799982071, -0.01792852021753788, salesperson, 35.79, 20
50, 0.09437122195959091, -0.13160237669944763, scientist, 3.29, 20
51, 0.03361951559782028, 0.1516093909740448, secretary, 10.43, 20
52, 0.10859577357769012, 0.2252259999513626, specialist, 20.22, 20
53, 0.02974778413772583, -0.1248055249452591, supervisor, 36.02, 20
54, 0.07552090287208557, 0.011234241537749767, surgeon, 4.34, 20
55, 0.16593781113624573, -0.16974610090255737, teacher, 54.35, 20
56, 0.09180907160043716, -0.220235675573349, technician, 9.42, 20
57, 0.09089333564043045, -0.023555099964141846, therapist, 61.86, 20
58, -0.07304899394512177, 0.1404273957014084, veterinarian, 35.55, 20
59, 0.02265959419310093, -0.12956710159778595, worker, 13.43, 20
