id, 2dx, 2dy, label, color, size
0, 0.003907090052962303, -0.02992226928472519, abstracter, -0.5104632468357748, 20
1, -0.010640246793627739, -0.024346597492694855, abstractor, -0.4627565427161363, 20
2, -0.011039471253752708, 0.01265623327344656, accessioner, -0.5275635193311514, 20
3, 0.027228109538555145, -0.005179333500564098, accountant, -0.9996680663821935, 20
4, -0.018150946125388145, 0.05227816104888916, acidizer, -0.4111957397136179, 20
5, 0.03577925264835358, 0.017989562824368477, actuary, -0.5811749369545541, 20
6, 0.03573944792151451, 0.016983352601528168, acupressurist, -0.5028618929497373, 20
7, 0.0030688410624861717, -0.012624350376427174, acupuncturist, -0.49780196452927755, 20
8, 0.0024855146184563637, -0.010573271661996841, addresser, -0.3082191044349951, 20
9, -0.009366683661937714, 0.047485388815402985, adjuster, -0.7645232361078478, 20
10, 0.02005373314023018, 0.0059676929377019405, admeasurer, 0.11260952158796035, 20
11, 0.062426891177892685, 0.020496545359492302, administrator, 0.18727050966322867, 20
12, 0.013239828869700432, -0.006733209826052189, advertiser, -0.012456075199015829, 20
13, 0.0036881696432828903, 0.025496039539575577, advisor, -0.663972205184456, 20
14, 0.013389329425990582, -0.006137466058135033, aerodynamicist, -1.4282543963116083, 20
15, 0.0016383454203605652, 0.012319987639784813, aerographer, -1.1706609838644806, 20
16, 0.0034901760518550873, 0.036120325326919556, aerologist, -1.643661784220057, 20
17, 0.01925276592373848, 0.03202870115637779, aerophysicist, -1.2413890900859794, 20
18, 0.007776846643537283, 1.5499768778681755e-05, aesthetician, -0.9164814086469327, 20
19, 0.010096099227666855, -3.4786295145750046e-05, afterschool, -0.24131750273003505, 20
20, 0.06790857017040253, 0.02589767426252365, agent, -0.20820689877577236, 20
21, -0.02639463171362877, -0.007942305877804756, agriculturist, -0.2723783034815102, 20
22, -0.003187775146216154, 0.011100106872618198, agronomist, -0.7833240868944282, 20
23, -0.016960231587290764, 0.01164605375379324, aircrewman, 0.46668072124190924, 20
24, -0.014087559655308723, 0.022824564948678017, algebraist, -1.061544069046561, 20
25, 0.015773499384522438, 0.0427418053150177, algologist, -0.9771700137017053, 20
26, 0.0007488559931516647, 0.018749963492155075, aligner, -0.9314858191140675, 20
27, 0.04366619512438774, -0.0003547724336385727, allergist, -0.6589736950811795, 20
28, 0.020067717880010605, 0.02959093078970909, aluminizer, -0.2399069457386488, 20
29, -0.0142560675740242, -0.005513866897672415, amalgamator, -0.39169976119674726, 20
30, 0.037053804844617844, 0.02684944123029709, anaesthesiologist, -0.20492686000534122, 20
31, -0.011051232926547527, -0.0019058817997574806, analyst, -0.8565343701171126, 20
32, -0.04552346095442772, 0.041978493332862854, anchorer, -0.11369744532973734, 20
33, -0.04870974272489548, 0.02445361763238907, anchorman, -0.07152562740380712, 20
34, 0.04468604177236557, 0.03315792605280876, anesthesiologist, -0.405727751715571, 20
35, 0.0722082182765007, 0.021359477192163467, anesthetist, -0.1605201218680105, 20
