word, gender_class_00, gender_spectrum_00, gender_relevance_00
technician, 1, -0.24308805344159892, 8.32494447932735
accountant, 1, -0.1284281905298285, 8.397205283499005
supervisor, 1, -0.20199572764736665, 9.307794491012462
engineer, 1, -0.677723618149307, 10.511127584522946
worker, 1, -0.25761317460787564, 8.560462699106742
educator, 1, -0.17652031166697305, 7.81936711837839
clerk, 2, 0.2699245538778645, 8.474377103178819
counselor, 2, 0.0009032731799190315, 8.634264627378583
inspector, 2, 0.008821613758162953, 8.532538245871606
mechanic, 1, -0.5155142452255459, 8.474539084190827
manager, 1, -0.4311842365819339, 10.168344235485371
therapist, 1, -0.031284170409228346, 8.564304214927992
administrator, 2, 0.28356421298721646, 7.931841816015109
salesperson, 1, -0.2200441643811171, 7.709874580227774
receptionist, 2, 0.9933135821026213, 8.748114241422485
librarian, 2, 0.15621773936412084, 9.068962649175432
advisor, 2, 0.06209957296150201, 7.781239349159895
pharmacist, 1, -0.11245206711212205, 8.321554853138341
janitor, 1, -0.41029146351993534, 7.448846518313388
psychologist, 2, 0.08007752023459028, 8.792898302198136
physician, 1, -0.33073002408783614, 7.9278019673375555
carpenter, 1, -0.2943566687058745, 7.977453747528703
nurse, 2, 0.9233412223276388, 8.322471934941763
investigator, 2, 0.10860421083302332, 8.449308864289602
bartender, 1, -0.1303713457178992, 7.8873381519392884
specialist, 1, -0.45832633941911594, 8.142886316832168
electrician, 1, -0.951980908089565, 8.275582824887175
officer, 2, 0.04724232992045921, 8.189066665192936
pathologist, 1, -0.45646770024011274, 7.8417154180249335
teacher, 1, -0.09540670770501905, 7.963644012673068
lawyer, 1, -0.4011127628359422, 8.558786907506889
planner, 2, 0.04222214984737002, 8.704398571362741
practitioner, 1, -0.33692503433988397, 9.140975085966772
plumber, 1, -0.29852220769952065, 8.063304855029202
instructor, 1, -0.2329573449819736, 8.441195041251813
surgeon, 1, -0.5330288577773994, 8.912410504141288
veterinarian, 2, 0.11484270450869263, 8.582932130645368
paramedic, 2, 0.3337317718109778, 9.660258620459343
examiner, 2, 0.12753845044858456, 8.341991286402632
chemist, 1, -0.5847271996940353, 9.164974957372598
machinist, 1, -0.048787204775753115, 8.56448000210342
appraiser, 2, 0.08299286962772687, 7.721567874217944
nutritionist, 1, -0.15791209775106207, 8.397397748431654
architect, 1, -0.38760523645645933, 8.895562669037512
hairdresser, 2, 0.5185596972316302, 7.793731223027699
baker, 1, -0.4156796068812175, 8.478930905268427
programmer, 1, -0.6360191978352695, 9.72014424352461
paralegal, 1, -0.45665732810645976, 8.621524382343377
hygienist, 1, -0.1710024366355116, 7.487713300452863
scientist, 1, -0.6702883430924945, 8.83498869697734
dispatcher, 1, -0.14362363465677688, 7.584124322642694
cashier, 2, 1.0970051997207326, 8.657306049192607
auditor, 1, -0.21424537776603278, 8.689004684601098
dietitian, 1, -0.6509115597485623, 7.693659913935157
painter, 1, -0.8160694089626755, 9.23379869746353
broker, 1, -0.19233216278994822, 8.423611560362204
chef, 1, -0.7787923183881356, 8.494253692773437
doctor, 1, -0.02539027742253747, 8.55845385664183
firefighter, 2, 0.2969714649361278, 8.566002182086596
secretary, 2, 0.0649336330140545, 9.36671326176328
