word, gender_class_00, gender_spectrum_00, gender_relevance_00
technician, 1, -0.6589334939222004, 6.646174912788573
accountant, 1, -0.36017896736767024, 6.795852015588554
supervisor, 1, -0.36273654665298377, 7.109036717606255
engineer, 1, -0.7422750683587743, 8.035351298296622
worker, 1, -0.3794290313821588, 6.148783275827306
educator, 1, -0.19541612272943598, 7.042571073420936
clerk, 2, 0.015061938783901203, 7.40298418621556
counselor, 1, -0.10882436839589697, 6.4285216753440775
inspector, 1, -0.3691226516309789, 6.99229018057462
mechanic, 1, -0.58311683244261, 6.733076552133306
manager, 1, -0.6758091851573061, 7.899700878137947
therapist, 2, 0.15477989218619206, 6.818830725964823
administrator, 2, 0.18729239946212475, 5.932707932182843
salesperson, 1, -0.23183752749693975, 5.822523897121809
receptionist, 2, 0.863830203753663, 6.7812815121448775
librarian, 2, 0.34772766385010606, 5.953868610128791
advisor, 1, -0.49064092386722163, 5.605342590433773
pharmacist, 1, -0.07715019512359696, 6.036865090358354
janitor, 1, -0.4561758646272559, 5.9659046687442014
psychologist, 1, -0.1510971405711389, 6.893702591592925
physician, 1, -0.8199929236400464, 6.1204446495901585
carpenter, 1, -0.6898199340461069, 6.444156694797703
nurse, 2, 0.8563069220034053, 6.507265276744425
investigator, 1, -0.3164968263946572, 6.3566221287389295
bartender, 1, -0.5213757504185361, 6.200719883269388
specialist, 1, -0.5786138508213572, 6.075444565858988
electrician, 1, -0.765112027242308, 6.618869510194187
officer, 1, -0.10843068075883101, 6.247878934720584
pathologist, 1, -0.7395402461201127, 6.282552345853032
teacher, 1, -0.08676530157705493, 5.936165525817001
lawyer, 1, -0.5171187779908671, 6.891392866005882
planner, 1, -0.03794289249405848, 6.323028291514435
practitioner, 1, -0.5052127286851544, 6.957809765504811
plumber, 1, -0.2785898740030242, 6.277085725770352
instructor, 1, -0.33139142015789796, 6.23529457916797
surgeon, 1, -0.8787539976926956, 7.001659797440631
veterinarian, 1, -0.005914342731061827, 6.6943796622314675
paramedic, 2, 0.08815011111591657, 7.074807131083776
examiner, 1, -0.4806695874935576, 6.212118564649259
chemist, 1, -1.0161412433662853, 7.311404174992571
machinist, 1, -0.29733732095734994, 6.372277708910387
appraiser, 1, -0.20958350027538022, 5.841088533390037
nutritionist, 2, 0.16528082458409152, 6.508013769958456
architect, 1, -0.585821854654086, 7.469121504775461
hairdresser, 2, 0.624222085299902, 6.280361093578675
baker, 1, -0.6100825425155106, 7.198616258096665
programmer, 1, -0.7915827974002969, 7.379936972621267
paralegal, 1, -0.4534406856470186, 6.162080617108508
hygienist, 1, -0.33214680146996484, 5.8228273874109
scientist, 1, -0.874326587730653, 6.491703994900545
dispatcher, 2, 0.14192518001048854, 5.904589005135467
cashier, 2, 0.6319799252456764, 6.552655555742271
auditor, 1, -0.5312730160440816, 6.7768445919366265
dietitian, 1, -0.5542108659141256, 6.221099144828013
painter, 1, -1.0999450782845515, 7.407193332843053
broker, 1, -0.6888772005855016, 6.171096907835331
chef, 1, -0.8881562815618681, 6.476542127820139
doctor, 1, -0.09694363188450944, 6.291735653361706
firefighter, 2, 0.16946816771504403, 6.623052253869263
secretary, 1, -0.1037323866156852, 7.457355919193318
