word, gender_class_00, gender_spectrum_00, gender_relevance_00
abstracter, 1, -0.4902458573704236, 19.676100506527476
abstractor, 1, -0.5184645134498738, 17.855102637638574
accessioner, 2, 0.5002513328202219, 15.719689796988495
accountant, 1, -0.4357811722065301, 21.66036699505031
acidizer, 2, 0.7933557812862981, 17.59079304188697
actuary, 2, 0.48261492932984645, 17.55049036172112
acupressurist, 2, 0.5684769449115796, 14.525241178340341
acupuncturist, 2, 0.061398168673098934, 15.91097038796715
addresser, 2, 0.47696737623171354, 19.036693862888267
adjuster, 1, -0.07478849183500419, 17.49755304231263
admeasurer, 2, 1.1754528494124743, 15.829190572484546
administrator, 2, 0.6337140659596965, 22.442946838029098
advertiser, 2, 0.09966184409321666, 19.798439223599736
advisor, 1, -0.09538435259476608, 22.60585482386929
aerodynamicist, 1, -0.8296938901214899, 18.862157157233483
aerographer, 2, 0.1747002710084663, 17.87545328108295
aerologist, 2, 0.20626053212152023, 16.96211967856074
aerophysicist, 2, 0.5223475107483424, 18.3879305328483
aesthetician, 1, -0.38149858599741016, 18.063989708745005
afterschool, 2, 0.9025070053573097, 17.16820410981962
agent, 1, -0.6895427913980479, 23.004303060952537
agriculturist, 2, 0.1309916237565919, 17.71064808800606
agronomist, 1, -0.31381105017974625, 17.642032620130635
aircrewman, 2, 1.3625690393288548, 16.05894525499582
algebraist, 1, -0.3638784192322273, 18.62315328097734
algologist, 1, -0.2697257536589976, 15.24481037785451
aligner, 1, -1.0151823350882843, 18.28837467150726
allergist, 1, -0.24075147816376208, 16.31727644492222
aluminizer, 2, 0.14462200005546583, 16.46902209224245
amalgamator, 2, 0.5122529205203582, 16.122249918357276
anaesthesiologist, 2, 1.3274252260727863, 16.103169240135735
analyst, 2, 0.01172105245323895, 21.99241444911088
anchorer, 1, -0.3809493030642761, 19.06616502181495
anchorman, 1, -0.6827996955746554, 17.87386722788692
anesthesiologist, 2, 0.9116393174396308, 16.61399980702799
anesthetist, 2, 0.6610692213251494, 18.915572063767407
angiographer, 1, -0.05567255964072149, 16.03958464835919
anglesmith, 2, 0.3119804045301756, 15.942848954457514
animator, 1, -0.10580883524989315, 21.299997359378875
annealer, 2, 0.18849662269467948, 13.62880821192681
announcer, 2, 0.15956378582326292, 20.782554573835668
anodiser, 1, -0.40353648504507855, 16.23460725261215
anodizer, 1, -0.2583284799164727, 17.861183535854877
answerer, 1, -0.020309814806135036, 19.075230144786467
anthropologist, 1, -0.7178453359493204, 23.059440885593695
anthropometrist, 2, 0.36450576292371767, 15.664428448929282
antiquer, 1, -0.424166480747193, 14.068573799908393
anvilsmith, 1, -0.6488262815003181, 14.440315279650969
apiarist, 2, 0.6268161511723669, 13.832418832566514
apiculturist, 1, -0.48929061050679995, 17.668806189447857
applier, 2, 0.8171719925703831, 16.869160457565805
appliquer, 2, 0.3876676342964495, 14.158056555940544
appraiser, 2, 1.2319708310519586, 17.677558812822152
apprentice, 1, -0.39900883249156166, 21.694028817368526
approver, 2, 0.5814241839354216, 19.77847755295971
aquaculturist, 1, -0.33551780271576204, 16.72372504495721
aquarist, 2, 1.2737597899411435, 18.68171697541483
arbitrator, 2, 0.3158510742346246, 19.03535375927664
arborer, 2, 0.01810748502200365, 14.995903562389234
arboriculturist, 2, 0.25709351361842525, 16.532326987852286
arborist, 2, 0.2633207093150994, 18.914437925068082
archaeologist, 1, -0.09850662802511256, 22.665224369382535
archeologist, 2, 0.11105178010672584, 17.982567019661293
architect, 1, -1.142329091188319, 22.067262898622992
archivist, 2, 0.374461275282001, 19.928971176357617
aromatherapist, 2, 0.9104892554002453, 20.767752633567163
assayer, 1, -0.3607412657133406, 16.479331150599947
assembler, 1, -0.8048283138278918, 16.519871025978873
assessor, 2, 0.28243274665871737, 17.72419898921184
assigner, 2, 0.5979008994613813, 17.35971470153274
assistant, 1, -0.7582751288809224, 21.53163167058765
associate, 1, -0.37324958432008937, 21.46804188572442
assorter, 2, 0.6927306730275068, 17.68145219873628
astrobiologist, 2, 0.6708100918481834, 20.30804943787334
astrochemist, 1, -0.4029653923389752, 17.465571231352975
attache, 1, -0.3710808584255887, 22.482815970203948
attacher, 1, -0.21135916008260136, 15.57825311197151
attenuator, 1, -0.19280676911952876, 18.19713532768955
attorney, 2, 0.37265715183791837, 21.50090977898004
audiologist, 2, 0.002431663260591294, 17.71372743956541
