word, gender_class_00, gender_spectrum_00, gender_relevance_00
abstracter, 1, -1.0811031817918675, 10.539020233184491
abstractor, 1, -1.131347788636532, 10.534326432244852
accessioner, 1, -0.3696475436222915, 8.38983385538478
accountant, 1, -0.35197664917067306, 11.62602660171269
acidizer, 1, -0.21509842734338583, 8.26833147065329
actuary, 1, -0.13435810085514213, 11.183439677003966
acupressurist, 1, -0.03240822407069575, 8.647298407762417
acupuncturist, 1, -0.5280754061252266, 8.775894169733434
addresser, 1, -0.004725556655418496, 10.011444912416858
adjuster, 1, -0.3143472707667516, 10.417526372799902
admeasurer, 2, 0.9995787643951434, 8.340696494887007
administrator, 2, 0.29969940250192123, 11.679833814832856
advertiser, 1, -0.43125366539425786, 10.82098177784553
advisor, 1, -0.13158233790693888, 11.64117126975518
aerodynamicist, 1, -1.2914563324584662, 12.086299976254512
aerographer, 1, -0.9928845851832903, 11.566092674016433
aerologist, 1, -0.9787893776557077, 10.867053187591491
aerophysicist, 1, -0.517331422437051, 11.020701150272032
aesthetician, 1, -0.9035373012609725, 9.665783643414084
afterschool, 2, 0.8565807693114021, 9.650900152287521
agent, 1, -0.21004243189946428, 12.922286538784281
agriculturist, 1, -0.29041948313934185, 10.85326006484828
agronomist, 1, -1.0408803667662108, 11.04648024563146
aircrewman, 2, 0.5034936394098134, 9.940017237492558
algebraist, 1, -1.754142625983568, 10.821548651818832
algologist, 1, -1.3005539661037493, 8.571781784332678
aligner, 1, -1.1550063562468171, 12.260729352885045
allergist, 1, -0.7692026217954344, 9.667324829540664
aluminizer, 1, -0.13760376465211782, 7.797195802271773
amalgamator, 1, -0.723803756948732, 10.36745290977575
anaesthesiologist, 2, 0.5715244256184725, 10.207489295563427
analyst, 1, -0.6199478190091751, 12.134442739715803
anchorer, 1, -0.9789175242020879, 11.385628093500959
anchorman, 1, -0.7570954309021444, 11.906870111175557
anesthesiologist, 2, 0.10020226723718903, 10.360142176546931
anesthetist, 2, 0.18032262170919186, 12.180721366286921
angiographer, 1, -0.49758173749996504, 9.35635484266119
anglesmith, 1, -0.5587080675098369, 8.177932609796851
animator, 1, -0.8776726956092352, 11.773094498918962
annealer, 1, -0.40300085435335803, 8.280405507917925
announcer, 1, -0.2932647343779767, 11.129881100310092
anodiser, 1, -0.5471270516091872, 9.717436784804804
anodizer, 1, -0.3803527522848024, 10.032222987832736
answerer, 1, -0.5626375590689907, 9.678600892033508
anthropologist, 1, -0.8483475047012231, 13.077388486263255
anthropometrist, 1, -0.13509519169903975, 8.849213901413394
antiquer, 1, -0.18477827161587143, 8.56308175658955
anvilsmith, 1, -0.6420074532730379, 8.491230870670199
apiarist, 2, 0.2266882929902224, 7.45041956672833
apiculturist, 1, -0.34586255937726684, 8.20884552834913
applier, 1, -0.14066138602670217, 9.673078736134821
appliquer, 1, -0.19585397494462034, 8.434152401889904
appraiser, 2, 0.20617347586163662, 10.82739154041562
apprentice, 1, -0.23411713908331347, 12.020459089754775
approver, 2, 0.09922510570877571, 10.409859125344873
aquaculturist, 1, -0.35236531651042013, 9.389979289313803
aquarist, 2, 0.7574265326903636, 10.138457669900685
arbitrator, 1, -0.33293170002009154, 11.341658076178877
arborer, 1, -0.7031974038437314, 9.199213598310369
arboriculturist, 2, 0.19429208627036312, 10.5145022610167
arborist, 1, -1.1583346087207573, 11.90071490491396
archaeologist, 1, -0.4839799373578135, 13.260142353671327
archeologist, 1, -1.1077247937899743, 11.252097926528968
architect, 1, -0.9766065406318946, 12.629075714120436
archivist, 1, -0.8926237375316367, 12.52578404533892
aromatherapist, 2, 1.1347117308987542, 11.437817502563611
assayer, 1, -0.725146120224629, 10.156749487380303
assembler, 1, -0.6125886176794783, 11.490881850790446
assessor, 1, -0.21891332111044878, 10.914831853767133
assigner, 1, -0.24504889859169102, 10.653352414895096
assistant, 1, -0.7363850930463791, 12.249844084590345
associate, 1, -0.6411988137527134, 12.65999865350829
assorter, 1, -0.9845124671072653, 9.020713873452799
astrobiologist, 1, -0.5588028376311306, 10.689908715805414
astrochemist, 1, -1.1556926422726546, 10.357386442600665
attache, 1, -0.33580469659635054, 12.255552436463908
attacher, 1, -0.25457402277623886, 9.40655507236659
attenuator, 1, -0.5085841482199162, 9.977706221232923
attorney, 1, -0.0876736732226148, 10.733569492125302
audiologist, 1, -0.2584331359517088, 11.145395203654314
audiometrist, 2, 0.23865006531110053, 8.777063762962227
audioprosthologist, 1, -0.29466856091415117, 8.404878576273425
auditor, 1, -0.5856620187492823, 12.173153390609716
auriculotherapist, 2, 0.018651807760401116, 9.632115798420031
aurist, 1, -0.5300733639218129, 9.751679378881176
author, 1, -0.24540719025641863, 12.327238938757729
authorizer, 1, -0.133476667249926, 8.886727412356597
autocutter, 2, 0.20363510656728637, 9.30816888317721
autoglazier, 1, -0.5748496316839048, 8.311312484520226
autographer, 1, -0.5788666426755341, 10.846371588992564
autotransfusionist, 1, -0.33556839044688463, 9.65335324522868
aviculturist, 1, -0.11266803160026276, 11.064221357849103
babbitter, 2, 0.12835268087469798, 8.298764939866988
babysitter, 2, 1.162292836761814, 11.103855220093703
backbreaker, 1, -0.6992121913365886, 9.249756876352532
backfiller, 2, 0.20013697404507222, 9.988254094883942
backwinder, 1, -0.8209885148917428, 9.265521994605775
baggageman, 1, -0.5389993794642053, 9.252786431016887
baggagemaster, 1, -0.1884419001145903, 11.761600626590628
bailiff, 2, 0.04156340764894458, 10.944856382063277
baker, 1, -0.632168268363379, 12.452121963853987
balancer, 1, -0.859878113071454, 9.959470168019076
baler, 1, -1.399391991991376, 8.695860764557656
ballaster, 1, -0.5579816786789064, 9.062779111913349
ballistician, 1, -0.8792044382588126, 8.11313458284723
bander, 1, -0.4170523407218267, 7.923297806672892
bankman, 1, -0.20455062734608984, 8.997468661383959
barback, 1, -0.3385941106748825, 8.31986893626759
barber, 1, -0.22195902592735303, 10.22941395313645
bargeman, 1, -1.3131896437097725, 8.606333295364667
barista, 1, -0.4113702300202553, 11.715960715385588
barkeep, 1, -0.18534309197188534, 9.327566609272866
barkeeper, 2, 0.5690282217144623, 8.832366221675834
barmaid, 2, 0.9876820616192428, 10.58424449068227
barman, 1, -0.982697707905022, 11.08520761140285
bartacker, 1, -0.4892282608974283, 9.350266445332728
bartender, 1, -0.23453326285903633, 11.13207632470919
bartenders, 1, -0.7334022190117105, 9.741404539651192
batchmaker, 1, -0.3969918052280821, 8.233697506752776
batteryman, 1, -0.7136442406002589, 9.622226804137863
beader, 2, 0.21444578440752407, 9.10115817077205
beadworker, 2, 1.134095001273183, 9.992875050993426
beamster, 1, -0.1223965011337548, 8.021256584866103
bearingizer, 1, -0.9212237076597756, 8.863873957564365
behaviorist, 1, -0.6547609600404108, 12.140573991860354
bellhop, 2, 0.35475806445351105, 8.326103151921405
