word	pred_gender_00	pred_gender_01	pred_gender_02	pred_gender_03	pred_gender_04	pred_gender_05	pred_gender_06	pred_gender_07	pred_gender_08	pred_gender_09	pred_gender_10	pred_gender_11	pred_gender_12	proj_gender_00	proj_gender_01	proj_gender_02	proj_gender_03	proj_gender_04	proj_gender_05	proj_gender_06	proj_gender_07	proj_gender_08	proj_gender_09	proj_gender_10	proj_gender_11	proj_gender_12
clammer	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.1302783496839712	-0.1969044132647198	-0.1849105819843137	-0.15182355597393943	-0.24739022377512415	-0.3157179239495171	-0.25682059342438024	-0.28960209593620534	-0.34700547938852544	-0.16778902797292194	0.07776511352371285	0.5786515590671827	0.7719472662443206
clamper	1	1	2	2	1	1	1	1	1	1	1	1	1	-0.015679473591731767	-0.04859540419292889	0.03063403474085625	0.05253003403801518	-0.112202791684874	-0.12253514020377476	-0.23414243815641875	-0.395638147877438	-0.2972577802980071	-0.6190203481361742	-1.071560292249114	-1.2012035561731627	-0.8067124245859095
clarifier	1	1	1	1	1	1	2	2	2	2	1	1	2	-0.1716501305886833	-0.1980844819380444	-0.057978879612033546	-0.0028850553631844245	-0.0076626855990165055	-0.0545809456032567	0.17684921589882022	0.2515122900520535	0.32446666095674154	0.3550678831866967	-0.01267142606112348	-0.024315581044121237	0.06807914674252202
classer	1	1	1	1	1	2	2	2	1	1	1	1	1	-0.18052740664900385	-0.17164101495922157	-0.23997958097237604	-0.22376202245378013	0.0012639553050946203	0.0320688797201172	0.08092279608862576	0.012811665855295085	-0.13890172078712512	-0.36689444019642375	-1.1337064298114128	-1.389551216133149	-0.7444053538667397
classifier	1	1	1	1	2	2	2	1	1	1	1	1	1	-0.2057197164871496	-0.211635608382246	-0.15815045699868535	-0.01983265508590204	0.10010827134064514	0.10500923211635715	0.02609251237247509	-0.06633835515678779	-0.06076663059132836	-0.453123011716852	-0.5518886649125998	-0.49311505359982855	-0.06425299258671702
cleaner	2	2	2	2	2	2	2	2	2	2	2	2	2	0.26392609907876685	0.0829194535438085	0.08432881463573594	0.01262374071391275	0.1172248230417977	0.13252906166550268	0.3076973990056696	0.3848973983318294	0.4368381923293686	0.537862901952754	0.7286015975953746	0.598006818106249	0.7680092577010716
cleaners	2	1	1	2	2	2	1	1	1	1	1	1	1	0.00795959714435747	-0.0852181512449231	-0.12849909128152703	0.057167154829903574	0.14420795384366691	0.02234661636235328	-0.1953798691240526	-0.3958333196210535	-0.6419286830117725	-0.570614152390465	-0.7325294714743811	-1.4004562705681254	-1.182406211911324
cleater	1	1	2	2	1	1	2	2	2	2	2	2	2	-0.06872198457013082	-0.09523023223056509	0.013185471902010117	0.021323559347549682	-0.050154221585747116	-0.0027255387038820633	0.08901247215031212	0.07677811521045569	0.28884175243531024	0.19959755604439894	0.07715964425324379	0.5273961921426964	0.6205397236254062
clerk	2	2	2	2	2	2	2	2	1	2	2	1	2	0.11443987613557503	0.1194019950972072	0.05240681023997502	0.04508347995930806	0.05142953097653381	0.17622106810059524	0.1740416646294381	0.05254141395142514	-0.03934527088299483	0.15223178189056225	0.10979753617533711	-0.007804797714276446	0.10559429786571883
climatologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.06885078961811514	-0.18842621431370016	-0.15543115561112486	-0.16647545447916554	-0.12270951881374387	-0.23933113616415996	-0.24667403733245707	-0.23125636258216117	-0.05238792043526175	-0.058033970694367665	-0.0604407654366263	-0.3462186055417479	-0.2857245598814827
clipman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.1489990551665471	-0.2069623815990893	-0.15222202493950032	-0.3421327839959078	-0.2881686748066375	-0.33956140885887376	-0.44990044559323394	-0.339700342488165	-0.644666288000777	-0.7188893056386938	-0.8957701190654705	-1.2389756197325095	-0.7682270645476549
clockmaker	2	2	2	2	2	1	1	1	1	1	1	1	1	0.2946354738841322	0.2709868822233156	0.1207637911316576	0.17621148619387544	0.05481795783878243	-0.2474974894109359	-0.6282921684038545	-0.4750603921616717	-0.8892261566785917	-0.8964159787809953	-0.8941197323147256	-0.989529858614692	-0.7971050622138509
clocksmith	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.15961164405083997	-0.09855042592089844	-0.16910626584927976	-0.0987116835164204	-0.18874918976201158	-0.2656066668644441	-0.6992599363969398	-0.5385063284168433	-1.1541922947724634	-1.221046099738647	-1.6821665756583175	-1.9241308408448226	-1.8252364568325037
cma	1	1	1	2	2	1	1	1	2	2	1	1	1	-0.036114715350314526	-0.07296303006744043	-0.10500906167010607	0.06176300669528893	0.03706378671418031	-0.06763229297043219	-0.1032166129438514	-0.22122980059736969	0.11394971511848057	0.060576915111636154	-0.23870509146285668	-0.2017794333232642	-0.721220559634357
cmo	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.23943331654900346	-0.3148253007563179	-0.3196757314438522	-0.24620186841073455	-0.3872285052497141	-0.5974322572148824	-0.7452231372671058	-0.8890283021104305	-0.7943620595796825	-0.9378806922566997	-1.2153699207205058	-1.2241217965934033	-1.6568812851786183
cna	1	1	1	2	2	1	1	1	2	2	1	1	1	-0.04430703435479419	-0.015516258364059538	-0.07458956329345456	0.04137787091492451	0.025502392475476546	-0.06670041250361644	-0.17345599617602164	-0.35659991385750245	0.11609654678461323	0.08921545953806581	-0.4307223841511336	-0.5459875867559693	-0.9376677344842483
cnmt	2	2	2	2	2	2	1	1	1	1	1	1	1	0.11009550512972714	0.11412467652579004	0.01594706030336332	0.1736667740079458	0.03840832091540641	0.04662587737682977	-0.07761793196482564	-0.025902043118352314	-0.07044147968695624	-0.43962172589221415	-0.6398284216155143	-0.4323065336284322	-0.8191692603910756
cnp	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.16212262276507577	-0.1425161414317372	-0.26267405773525443	-0.25322533535493874	-0.3011779307146689	-0.4803911414719325	-0.55056902303713	-0.7184391592911725	-0.5847393556952838	-0.8246184835073096	-1.0636089272411378	-1.0751786637082892	-1.5808021178019867
cns	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.13678084513568212	-0.1000546810580397	-0.30295529960288886	-0.17708614934029468	-0.15520445902587876	-0.31699870861898144	-0.2875102305525329	-0.37142395991884286	-0.1730500378897965	-0.560774264295991	-0.6464387644537437	-0.5147129395744594	-0.8124194662691628
coach	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2149665041730397	-0.17753096896598508	-0.278099917018714	-0.2529935225497933	-0.32216242171080195	-0.3358288229786149	-0.33844300016712775	-0.24727997451010642	-0.1892376025500795	-0.15902454139739935	-0.17464081224075945	-0.19503270862181177	-0.3770627433630782
coagulator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.11491395129183607	-0.2028643120006372	-0.21309286627667212	-0.21867095962338925	-0.33317857845776894	-0.21679737975090674	-0.20135029222591033	-0.2647898651231353	-0.2977961525477296	-0.6196657573247111	-0.3356856941163323	-0.554388420479846	-0.8740042005201826
coater	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2634223820329694	-0.27367672794516973	-0.3385576999629587	-0.3288656135757648	-0.17587199661172964	-0.2099991469352087	-0.3466843332751639	-0.6431251212837672	-1.0285698274299664	-0.9926364907724439	-1.4275947149979777	-1.5716748576875905	-1.1789387592271048
coder	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.1680822550494847	-0.20541812438079665	-0.16187829332693063	-0.14997220137463335	-0.15415778015731252	-0.3461320313128564	-0.5994926362592716	-0.6058338463839165	-0.6603620246061289	-0.6616525038722012	-0.9661819391836162	-1.1437630293526364	-0.813733325134266
codifier	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.266214716285928	-0.2650425785922665	-0.32517264644027677	-0.23137573594772504	-0.3173356925410018	-0.24862912274964538	-0.34928704818564904	-0.3093942412124814	-0.3464634585014913	-0.5783612255773483	-0.6330503221928868	-0.7209105159527174	-0.15833375435147087
cofounder	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2146010853391755	-0.3355329318665975	-0.39722293325681607	-0.3812544382260493	-0.5389973771581913	-0.6533749929886487	-0.7669625335217226	-1.0712231788701077	-0.8933807402094935	-1.1390967096754638	-0.5836432053461187	-0.4869992874945993	-0.5946127957631611
cognos	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.26459384583082707	-0.3046586629200384	-0.3579267857194905	-0.25963675071035847	-0.21795192670530428	-0.42178938390339427	-0.39770116966281177	-0.6121988600859269	-0.4747714649250066	-0.844221930797634	-0.6224555589640449	-0.7688730867012351	-0.7833397166349236
coiler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.0980232678804005	-0.10561753033143997	-0.16759344137628812	-0.15655477574649845	-0.10177972552745648	-0.20745598504746599	-0.4471670663682277	-0.4841203181485283	-0.6199703935329519	-0.6153573645414564	-1.1914156851617999	-1.6282840438729453	-1.019440185371236
cokeman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.5119773583068309	-0.4916180511580458	-0.5587948793709144	-0.576633982463781	-0.5388712226432842	-0.47347189248352695	-0.5807713753350113	-0.5382587517338148	-0.930878649397616	-0.9748474662862924	-1.372612206192057	-1.4769152716901552	-1.1674689846767095
coldfusion	2	2	2	2	2	2	1	1	1	1	1	1	1	0.17707941719816092	0.2130975728216939	0.07797698439095853	0.15426820399407284	0.1731136589672436	0.12032725381492759	-0.16936301711392476	-0.11316290991974565	-0.4942069566208838	-0.3590998160899226	-0.4382656771054708	-0.5789136053805588	-0.5404338751418054
collator	1	1	1	1	1	1	1	1	2	1	1	1	1	-0.29035050772128984	-0.3986895042814933	-0.4507610856350392	-0.44113903550343414	-0.3921582820294232	-0.327584333698883	-0.36904415631354676	-0.13214347802208226	0.008811690064369881	-0.22252476928257986	-0.6631285157410052	-0.6154537613413446	-0.9323571100917054
collector	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.04702834766793654	-0.12616967597767542	-0.2733729700182421	-0.3706646345614485	-0.42872328183954633	-0.3870471614409334	-0.5590945907470768	-0.3636438025544496	-0.6276761242878239	-0.4645878851065723	-0.782044054351382	-0.7967434014748496	-0.7653665993271556
colleter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.26440407033256735	-0.2462250898247827	-0.3243400295964949	-0.3801468587189586	-0.31241523290096396	-0.23074690414365231	-0.22018488586712096	-0.02351279297708861	-0.033223790016255805	-0.0032726142416680815	-0.4116618400312397	-0.4944455823165136	-0.7161639723158987
colorer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.1716576679395719	-0.19868741223772837	-0.11424068009533835	-0.2013752033288935	-0.07861510517918957	-0.31449126332333216	-0.3246474187065401	-0.5268809330340807	-0.5649452234047186	-0.6693895579165976	-1.2043905559796075	-1.636453660149337	-1.0384905054741236
colorist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2546837114342542	-0.3372501447605545	-0.310796537660728	-0.36806253286847773	-0.28206672306400604	-0.5337017293250959	-0.6340671717626987	-0.5671624171556646	-0.5944285244865841	-0.9940009303109287	-1.4219405055781724	-1.6777236069602812	-1.361318161414334
colorman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.4409319992314569	-0.41769896808899626	-0.35313746511541466	-0.4823871375223824	-0.3816934808774687	-0.35475684985845646	-0.40689351167207477	-0.6214016500918504	-0.937003869916512	-1.0532753847662255	-1.7863580419872211	-2.340965350914471	-1.6274684164096898
columnist	2	2	1	1	1	1	1	2	1	1	1	1	1	0.02359658317982608	0.1703027547097306	-0.09239816557908674	-0.1716020709696126	-0.2673110144107064	-0.21330954978861355	-0.13531992302512114	0.002000222890642833	-0.30482557266445287	-0.16978211095507048	-0.5259575203215451	-0.3154274005047505	-0.7405976302037398
combiner	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.3105212745665768	-0.3110928229798009	-0.3207680076384096	-0.3667256968067204	-0.4306945840582562	-0.6714307670234497	-1.132669788138575	-1.1602171107922046	-1.3399223925509145	-1.0593316431522195	-1.8876899943349978	-2.3528084869401935	-2.094077431677068
comedian	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.4068046847286122	-0.2368561597089397	-0.4608140748011931	-0.5969908770150085	-0.7320152173448757	-0.6509190909174468	-0.8485637798892305	-0.4905064739085864	-0.9188113925252454	-0.46592027983898787	-0.3193927070413906	-0.3097251697084973	-0.5116214353205085
companion	2	2	2	2	2	2	2	2	2	2	1	2	2	0.11497342556225137	0.20692338566527949	0.18836800326368344	0.3337856630629865	0.1869770746098962	0.23056967805071427	0.19771547049262678	0.27490896244883334	0.12418294263665654	0.022268807283000458	-0.006178720440072193	0.16518755072778563	0.20692280150154985
compensator	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.1118309393199928	-0.35049710769346565	-0.3771834251956526	-0.35725275028043174	-0.19826606860272988	-0.3548385945225644	-0.1882942304508976	-0.1840147151620814	-0.18254969554782619	-0.5350457440836411	-0.6118841551106626	-0.09430965894560717	0.45698656618303635
compounder	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2222995000200212	-0.27933392691274395	-0.32950891454620035	-0.354126650104439	-0.5824850920148302	-0.6937274527045028	-0.8185765894384112	-0.8753414617095673	-1.0635407420288563	-1.1296612518949654	-1.4552623152703297	-1.4505267048702362	-0.9001684508494241
comptometrist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.12978070834799244	-0.29313167824638875	-0.1959175149456877	-0.15982336541929812	-0.1441397766214761	-0.2859195770614822	-0.26591324755557405	-0.2678061495711815	-0.3570981869709354	-0.5361637323623908	-0.7844338477685711	-0.6797484806206198	-0.750983316448135
comptroller	1	1	1	2	1	1	2	1	1	2	2	2	2	-0.021380623704538207	-0.20070932649111212	-0.10060293980878952	0.023283715747331526	-0.03276520485701065	-0.019006679877193164	0.06930925814415756	-0.14004802324813326	-0.19770633501304508	0.25639560906038716	0.07338027698696192	0.5999525501957632	0.5417312864523302
computator	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.10782754426419758	-0.27865940552666646	-0.2634119151710045	-0.12462416208524785	-0.11663238276216191	-0.32208348039652257	-0.3683284130820383	-0.30980979380466583	-0.302085849784014	-0.33450277503648973	-0.18178444387384485	0.29811979238010644	0.13284433353763814
concaver	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2414727017720147	-0.190887017407945	-0.22652776660692703	-0.26468085551695053	-0.3733038753127016	-0.5148993125730007	-0.5651788361153367	-0.5918212764261127	-0.6084255266838529	-0.7397308601602975	-1.304424055058969	-1.0136584147318077	-1.1357679326500438
conceptor	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.18005965629739462	-0.369796901840599	-0.37163160819399366	-0.4354064106353338	-0.4534801323602804	-0.5933807094983949	-0.7040686121113653	-0.7538785197438497	-1.0071606888597813	-1.1711429189662264	-1.5968613219192935	-1.9408824012181574	-1.5374552263931003
concessionist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2838619354655867	-0.4563009735534936	-0.5356500822365199	-0.4163458663419206	-0.47432502400200394	-0.6536079098096288	-0.9331986468402008	-0.953902357795176	-0.9433428540059897	-1.107202290478523	-1.1056514265161246	-1.0586728789207795	-0.8422394305256466
concierge	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.31688934899393256	-0.1121514191999952	-0.16729555976098928	-0.13925555726942782	-0.24158042506775143	-0.33423980874079806	-0.250150322250487	-0.43502837797146765	-0.2627188774024083	-0.32558815547231207	-0.37685467968948105	-0.11107655113853238	0.03552298444314661
conciliator	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.16813327509530898	-0.18583235912716203	-0.1656485298762918	-0.19185416349500847	-0.29308438316557917	-0.4525249479727711	-0.2607968230323322	-0.2280906157115181	-0.3172257435241307	-0.45623422478988185	-0.22511794301251076	-0.030869555171365914	0.11417744399297025
concreter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2924694666233367	-0.29473461061618855	-0.3478822358329575	-0.24290123020642607	-0.3215342766446877	-0.29042491714313823	-0.39339434909778875	-0.3807317627679755	-0.814771446441235	-0.806096885049024	-1.2319690747995695	-1.643412027094165	-1.2667791406702966
configurator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.39022004947731115	-0.388634487818151	-0.3608609192935169	-0.2782816602676141	-0.3379868281626562	-0.6097561266088015	-0.4946285108815189	-0.3948561826264255	-0.42114857758463153	-0.5318003083749284	-0.4622387281589002	-0.6344002085257336	-0.5046292091123369
consignee	1	1	1	2	2	2	2	2	2	2	1	1	1	-0.06522360981377509	-0.012325734373519005	0.001985026109488655	0.055547434411843136	0.15383213948491972	0.26310545653863116	0.3780473995781885	0.4829256868626335	0.27383949692877035	0.08026527287272195	-0.00822666193462479	-0.20771281434876454	-0.45164120028163574
consolidator	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.07387782183080684	-0.08911313373457741	-0.123909123550674	-0.17023530541402998	-0.24359537240358936	-0.3400315485634676	-0.19404606270584857	-0.22258083457515296	-0.05068636792261433	-0.4124364039223907	-0.21533342017205948	0.3982565561636012	0.5551528130436484
consultant	1	1	1	1	1	1	1	2	1	1	1	1	1	-0.19876219511466478	-0.15675880518365026	-0.274817353166563	-0.2472428366262121	-0.3022702852219542	-0.11008189646214853	-0.004441186510242473	0.08501498499005766	-0.1284247661079449	-0.16822429693378016	-0.2000155098768871	-0.04383212310088214	-0.4037125332932202
conveyancer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2227727132030768	-0.19293533798447812	-0.2225478825753372	-0.17596796279610694	-0.07466719335572204	-0.061252073113834134	-0.39308584174892663	-0.5692945023786709	-0.7824890723391111	-0.6739283527459293	-1.1272248365969368	-1.6305758809261266	-0.795707333531737
coo	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2952986222033191	-0.36003176854294083	-0.4239899378979655	-0.23755572765358096	-0.2866876727318456	-0.5108519721538053	-0.6272041596912145	-0.8344324687899678	-0.6693468443119993	-0.8248478390225564	-0.3782248995307009	-0.7680508335579076	-1.1347677491661394
cookee	1	1	1	1	2	2	1	2	1	1	1	1	1	-0.19360216347115725	-0.05050662655681447	-0.1556059038626995	-0.08364517214656379	0.1521582633120021	0.05897762633690774	-0.048070374968120874	0.019540158338754512	-0.5673059320717998	-0.6071311300946213	-0.7498358878710698	-1.1607150040289185	-1.2960032517584799
cooperer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.24945164454744362	-0.21863743988144657	-0.312128160907008	-0.36876022658867835	-0.4256671965133873	-0.44713342087428026	-0.38749012447751596	-0.5097777827884673	-0.8201172645935154	-0.8409218103061966	-1.4409018463593988	-1.5867303340000183	-1.0067216317232028
cop	1	1	1	1	1	1	2	2	2	2	2	2	2	-0.33820101391915264	-0.4468544025312241	-0.3062331432058578	-0.24157159994215321	-0.26268290768943103	-0.03874032786405504	0.035112384174064315	0.12381965689191238	0.1334098439017568	0.06574142478927505	0.03218419821341911	-0.005381149415505715	0.3271447873334646
cops	1	1	1	1	1	1	2	2	2	2	2	2	2	-0.31755153057435687	-0.3188290512440025	-0.33790459142774665	-0.32578618742093257	-0.2166430788596618	-0.05267983245625901	0.031474565405490484	0.251421588829828	0.3502830200004853	0.2782807131905771	0.22426879180578024	0.14594578430936467	0.5320570408402949
copyholder	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.07694970532697992	-0.18455511078967626	-0.06825578181973105	-0.1389123848494337	-0.23263514284851158	-0.26966068636708235	-0.5078660184685748	-0.7177629447751706	-1.2321306289513183	-1.4721868733817984	-1.289165347039056	-1.764180187875167	-1.4926019807122812
copyist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2328696957343021	-0.4915232492270436	-0.4701765820768919	-0.5816077463316547	-0.6036128063792816	-0.7677957481730718	-0.9239875466174221	-0.9956552586548831	-1.555128147588031	-1.8272174074658074	-2.080457645062992	-2.542893247486872	-2.3792735428206386
copyman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.41911798243515774	-0.5042488205131861	-0.43142208845032004	-0.5812189778146947	-0.6794555391520551	-0.7987879428369761	-0.9873654676686783	-1.0994435113948073	-1.4282289937549528	-1.4345342347229137	-1.8494475221344717	-2.1923285623251165	-1.5601305833312629
copywriter	2	1	1	1	1	1	1	1	1	1	1	1	1	0.046648258100545424	-0.10945843091695201	-0.042490789969801865	-0.03503464038284598	-0.1628791084503951	-0.20718949055297445	-0.3557776797321972	-0.4831480537566647	-0.6136019590882941	-0.744138849414685	-0.9040731188573872	-1.3054262444011804	-1.1704769360304161
cordwainer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.006608611922858318	-0.003460311526832377	-0.12050258497847006	-0.26761437766713125	-0.32250789661618984	-0.2900513233653672	-0.47858879224049256	-0.5709781845890687	-0.7066298321991592	-0.9841886107320656	-1.3620486055543577	-1.68178805577576	-0.83116561687599
coremaker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.036418190874615265	-0.016799631955260706	-0.1582627873888524	-0.1950568872454032	-0.24787706860832448	-0.22814479224786327	-0.397159946011039	-0.3194003044560767	-0.5334077737977314	-0.5631502350852201	-0.5535945287294057	-0.7176842521961777	-0.9933524206717056
cornetist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.18228106594251337	-0.16273326511181788	-0.16220901855967637	-0.21853226801670297	-0.3481563324953588	-0.4167981741991557	-0.5498426624765327	-0.4132834180039779	-0.4077353523402074	-0.38471673507155807	-0.656622370973984	-0.714448135862885	-1.1694783366884045
coroner	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.31033884638943793	-0.3866416947252669	-0.5009881409214689	-0.5750060483800316	-0.4371340876215641	-0.32322008349277076	-0.33976068641959634	-0.1927808449528136	-0.37497693613420285	-0.3752578938819416	-0.4854488780517984	-0.10396511150594001	0.0712750439522018
corpsman	1	1	1	1	1	1	1	1	2	2	1	1	1	-0.46154787170600586	-0.5810589535067014	-0.6667372077819452	-0.5650267591470589	-0.4572536758515921	-0.17394676247051866	-0.21847182546834618	-0.060967867719321056	0.22152052903068942	0.28304588772833766	-0.33476891402050957	-0.3807605407682396	-0.3371961031845869
correspondent	2	2	1	1	1	2	2	2	2	2	2	2	2	0.08526655965219432	0.09745038491949917	-0.04676806601431069	-0.16321609319831232	-0.159180571362675	0.058786799897423914	0.09769739794252924	0.371545744258386	0.05850959660574351	0.09414439270926789	0.08558636977242307	0.26516872624590937	0.6052237324569822
corrugator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.13014888885402742	-0.28151428996336053	-0.30804482644543074	-0.27134949838398503	-0.38390896450478107	-0.4504935740644774	-0.45858858247663203	-0.5474358510033703	-0.6890642054353795	-0.5118909589172994	-0.8261387008287502	-0.6560261402926815	-1.4768960495282308
corsetier	1	1	1	1	1	2	2	2	2	2	2	2	1	-0.17218476829356025	-0.13261369395380557	-0.23088662511757096	-0.12485847162307682	-0.17851477012154005	0.1241676044197755	0.06315268477154656	0.006082211327866793	0.01925094611754341	0.046285944152933856	0.002135050808972694	0.011240053008939932	-0.3734482833619957
cosmetician	1	1	1	1	2	1	1	1	1	1	1	1	1	-0.06264174463644227	-0.004450931177291936	-0.012924638811550752	-0.028327897249056447	0.0113225187899553	-0.09898657305251533	-0.37828695676816365	-0.4121026900260149	-0.6198128496834556	-0.5792864005724143	-0.8140451771084201	-1.1183719232089784	-1.140392628791476
cosmetologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.27800830557125655	-0.41690059979437	-0.4711954051024776	-0.4311152224320655	-0.4593132130798277	-0.5069984369339926	-0.5987008527433079	-0.5977641934461948	-0.6371521250043726	-0.6053210187641379	-0.6250944021927178	-0.4526002596856641	-0.44356997310948276
costumer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.08628227550446865	-0.08219635432763202	-0.17901911678320737	-0.08561880080264894	-0.11041687617336592	-0.2914596782271268	-0.5008534905316007	-0.4323016170821977	-0.5208204302682802	-0.12125088657534966	-0.5265783655914098	-0.8180042304757189	-1.0882392896261395
cota	2	2	1	2	2	1	1	1	1	1	1	1	1	0.039760064002374945	0.0387061846176211	-0.01505904766966576	0.10762398000035472	0.22717881931607004	-0.11768019386414963	-0.3447187150271365	-0.28783296840583694	-0.1902027942760797	-0.1267560898613277	-0.41257100660146057	-0.8299381138339764	-0.8911372483746609
councilman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.43457344258872393	-0.49373701403258236	-0.47081409416752973	-0.5097471085879861	-0.5482778662201633	-0.4220502383007749	-0.5517597284899342	-0.6471023863381604	-0.7232208266087055	-0.5387300751703109	-0.9377804464242869	-0.9646195687019921	-0.5799559840610552
councilor	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2257327006787581	-0.40730485104287933	-0.29351380664792437	-0.3471402664119672	-0.3738577627924709	-0.32452833393145497	-0.39307532131994083	-0.6783371040031065	-0.7087976389303078	-0.765036193948421	-1.2127107800160408	-1.4980602565460919	-1.3369184760514834
councilperson	1	1	1	1	1	2	1	1	1	1	1	1	1	-0.021999325725521233	-0.08576675868241423	-0.03995713422677666	-0.003226623363452613	-0.07535736131193735	0.04109841466187686	-0.03167956362998203	-0.1300426540845679	-0.2736169895102705	-0.5478364204117514	-1.0491847374983954	-1.2575408149685083	-1.0423835811894258
counsel	2	2	2	1	1	1	1	2	2	1	1	1	1	0.10315918830511217	0.10033001596633595	0.02229969823555658	-0.07812251751759372	-0.15576150338104816	-0.07177279078775547	-0.049742548320859115	0.09811115984863733	0.011896999643619732	-0.0887351032169813	-0.33842026314103413	-0.23565438951248774	-0.3115601978417252
counsellors	1	2	1	2	1	2	2	2	2	2	2	2	1	-0.013718040325909842	0.014055753852444786	-0.02401115899333564	0.046718959848217084	-0.017641221699849982	0.17228133738811666	0.1718925210581399	0.28165642463845963	0.5270449344448379	0.36534776372141536	0.4545030535313763	0.2288088769561527	-0.05212952862782749
counterperson	2	2	2	2	2	2	1	1	1	1	1	1	1	0.07176065738956644	0.11630034396652213	0.12778494041521848	0.16837439400450893	0.0929344881542907	0.11165041539418108	-0.04808392792238936	-0.08509135307760668	-0.5397935938029619	-0.895572947649671	-0.9050732315693715	-1.1941080085515559	-0.7525608884621111
countersinker	2	2	2	2	2	2	1	1	1	2	1	1	1	0.0824826456759643	0.1642129296508911	0.17096764759477948	0.21773715852545877	0.16602270588735	0.19614308891984558	-0.14649535808460545	-0.08086137522951536	-0.03492356014405873	0.23200527072487953	-0.22639639926067334	-0.24264253405983505	-0.15081250984286154
coupler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.20030407827104607	-0.2044175017238605	-0.12055331539548866	-0.16640622362633875	-0.4626947022992075	-0.6740889461927395	-0.6551413978489988	-0.3262207523779663	-0.44743669857407714	-0.5549849123541186	-1.1700550450751395	-1.5204129825556887	-1.264215466538297
courier	1	2	1	1	1	2	2	2	2	1	1	1	1	-0.061726235397693896	0.013024993436181229	-0.12742732681461202	-0.10897850169593966	-0.01967021684784437	0.028993417614541495	0.017603140796278505	0.23969873315809898	0.039341704452856896	-0.16661152308598687	-0.21811370294319438	-0.3082952209504287	-0.20423911205368733
coutierier	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.06533700391215026	-0.028156426415605347	-0.045134429141853435	-0.018536270243858833	-0.09254183551187488	-0.05350886227468867	-0.1353447086347283	-0.2197681131331134	-0.44129359759495385	-0.5293106120071649	-0.7978970987105406	-1.1838337788035547	-1.1670108626720093
couturiere	1	1	1	2	1	2	1	1	1	1	2	1	1	-0.03992635602754753	-0.0048710806501995225	-0.05415445249217077	0.0619842633089549	-0.1095050267878073	0.0315408997211552	-0.1417918663782264	-0.11407581400433153	-0.23073127033928498	-0.2307500536924707	0.10316796248643989	-0.14181833608711614	-0.4032707217045778
