word	pair_eucl_dist_he_she	pair_eucl_dist_he_i	pair_eucl_dist_she_i	pair_eucl_dist_he_you	pair_eucl_dist_she_you	pair_eucl_dist_he_they	pair_eucl_dist_she_they	pair_eucl_dist_i_you	triple_eucl_dist_he_she_i	triple_eucl_dist_he_she_you	triple_eucl_dist_he_she_they	triple_eucl_dist_i_you_they	eucl_center_dist_he_she_i	eucl_center_dist_he_she_you	eucl_center_dist_he_she_they	eucl_center_dist_i_you_they	eucl_center_dist_he_i_you_they	eucl_center_dist_she_i_you_they	eucl_center_dist_he_she_i_you_they	pair_cos_simil_he_she	pair_cos_simil_he_i	pair_cos_simil_she_i	pair_cos_simil_he_you	pair_cos_simil_she_you	pair_cos_simil_he_they	pair_cos_simil_she_they	pair_cos_simil_i_you	triple_cos_simil_he_she_i	triple_cos_simil_he_she_you	triple_cos_simil_he_she_they	triple_cos_simil_i_you_they	stat_bergsma	stat_bls
technician	[0.0 1.5021175 1.8684751 1.7215773 1.8552245 1.8909483 1.7546958 1.559143 1.3390644 1.2860882 2.051388 2.0361934 1.8550507]	[0.0 2.1231391 3.395915 3.074741 3.2347403 3.1946895 3.2703602 3.2472491 3.0322876 3.4130383 4.132016 4.2935014 3.4981275]	[0.0 1.7912273 2.4329593 2.1413362 2.5069406 2.4929397 2.5481231 2.6689186 2.5810225 2.9057283 3.5787637 3.7343411 2.873174]	[0.0 2.322391 3.528695 3.201796 3.6341102 3.6918385 4.0438747 4.139036 3.768815 4.202148 5.1948996 5.53563 4.4683566]	[0.0 1.8786303 2.6963496 2.399429 3.1232653 3.2775974 3.7470503 3.9131386 3.6419775 3.907983 4.8160567 5.1108947 3.9526594]	[0.0 2.3322687 2.9215493 2.625514 2.726492 2.7090743 2.707568 2.7240856 2.4932761 2.7396312 3.9460826 4.129407 3.477514]	[0.0 2.6212132 3.0315988 2.5488892 2.754747 2.783145 2.714527 2.695881 2.555307 2.5771952 3.7159123 3.8070736 2.9862325]	[0.0 1.5531594 1.7205445 1.4452891 1.6739295 1.9536903 2.5827832 2.7479753 2.7288604 2.6888602 3.6679714 3.9452014 3.0104895]	[0.0 5.416484 7.6973495 6.9376545 7.596905 7.578578 7.5731792 7.475311 6.9523745 7.6048546 9.762168 10.064035 8.226353]	[0.0 5.703139 8.093519 7.3228025 8.6126 8.860384 9.545621 9.611318 8.749857 9.396219 12.062345 12.682718 10.276067]	[0.0 6.4555993 7.8216233 6.8959804 7.3364635 7.3831673 7.17679 6.97911 6.3876476 6.602915 9.713383 9.972673 8.318797]	[0.0 6.1721272 7.8517895 6.754052 7.167078 7.5584736 8.742458 9.098006 8.671646 8.842886 11.642887 12.007269 9.211348]	[0.0 3.1254907 4.40546 3.9624286 4.373372 4.364032 4.363223 4.333905 4.053588 4.4641056 5.675453 5.8617964 4.7578697]	[0.0 3.288207 4.6564417 4.2061634 5.0003815 5.153218 5.6026726 5.6890507 5.2021685 5.62318 7.1136026 7.506049 6.0256934]	[0.0 3.7426338 4.5369415 3.9946465 4.24856 4.2739415 4.1602907 4.0593567 3.726013 3.8643496 5.661274 5.819133 4.8236265]	[0.0 3.5748088 4.5687537 3.934654 4.161284 4.374658 5.0477557 5.2508383 5.006198 5.104557 6.7221212 6.931972 5.317596]	[0.0 5.2977114 7.3161383 6.478357 6.9177523 7.0547304 7.684147 7.857756 7.350647 7.8509564 10.174853 10.578601 8.404548]	[0.0 5.072452 6.5579543 5.6811 6.382328 6.6000023 7.258564 7.508996 7.134439 7.4607987 9.707951 10.058956 7.756083]	[1.8253936e-06 6.5857186 8.880985 7.834926 8.676299 8.840146 9.42954 9.608734 8.993494 9.614823 12.4931135 12.997212 10.300924]	[1.0 0.9968239 0.9956619 0.9960867 0.99566585 0.9955926 0.9962572 0.99682236 0.9972494 0.99698144 0.9925156 0.993014 0.9894015]	[1.0 0.99364316 0.98559386 0.98743653 0.9867086 0.9872601 0.98683953 0.9860439 0.98591346 0.97951084 0.97021127 0.96964616 0.9620254]	[1.0 0.99543583 0.9925427 0.99382186 0.99186033 0.992011 0.99185634 0.9904367 0.9897595 0.9852312 0.9776506 0.9770791 0.97392476]	[1.0 0.99239665 0.9844389 0.9863805 0.983185 0.98291063 0.9798075 0.97722715 0.97811735 0.96850914 0.9538119 0.94980884 0.9371255]	[1.0 0.9949791 0.9908378 0.9922414 0.98735785 0.9861708 0.9823504 0.97932017 0.97944975 0.9727746 0.96031696 0.95726264 0.94976914]	[1.0 0.992334 0.9893695 0.9908548 0.9905735 0.9908355 0.9909979 0.9901957 0.9904853 0.9866242 0.97295743 0.9717203 0.9623413]	[1.0 0.9902664 0.98846775 0.99124825 0.99025476 0.990101 0.9907935 0.9902509 0.98997647 0.9881792 0.9760128 0.97598 0.9715009]	[1.0 0.9965487 0.9962228 0.99714786 0.99634016 0.9950429 0.99157625 0.98980355 0.98854786 0.9873561 0.9771935 0.9748406 0.9709545]	[1.0 0.9859665 0.9740003 0.9774958 0.9744354 0.9750564 0.97513956 0.9735107 0.9731332 0.9621316 0.9414285 0.9408023 0.92701024]	[1.0 0.98427784 0.97118783 0.9748975 0.966548 0.96504563 0.9589118 0.95397717 0.9553817 0.9392972 0.9091063 0.9028647 0.8806197]	[1.0 0.97955394 0.9737174 0.97833955 0.9766687 0.9767034 0.97819936 0.97742635 0.9778601 0.97201854 0.9425116 0.9417541 0.92500675]	[1.0 0.9815187 0.9727256 0.9781481 0.9770955 0.9751035 0.9680785 0.9629769 0.96190965 0.95462936 0.9248411 0.92377037 0.91027963]	9.42	40.34
accountant	[0.0 1.0297664 1.2856084 1.1849829 1.2870741 1.3500783 1.3656352 1.3255047 1.1786573 1.183406 1.9334425 2.0028234 2.0351996]	[0.0 1.6434169 2.8006482 2.5063713 2.5938323 2.559298 2.761029 2.8946977 2.7762039 2.781709 3.512858 3.870474 3.2854817]	[0.0 1.4353622 2.0781634 1.8656772 2.0780814 2.088496 2.2878854 2.4802954 2.4606152 2.5016594 3.153671 3.440338 2.7857854]	[0.0 1.6517118 2.925053 2.568206 2.9840443 3.1235006 3.5468473 3.7490957 3.6303334 3.6507597 4.6678925 5.227293 4.244383]	[0.0 1.5486025 2.352205 2.0604477 2.6129124 2.7682977 3.2081587 3.4610438 3.4125824 3.4260697 4.381984 4.830121 3.8359675]	[0.0 1.9571669 2.6309524 2.3100305 2.4123564 2.4996448 2.6627576 3.0028372 2.8672917 2.914798 4.188795 4.482442 3.756081]	[0.0 2.0649965 2.488334 2.153216 2.331986 2.4153137 2.4485188 2.749478 2.6609597 2.6458282 3.9248242 4.1359854 3.3549716]	[0.0 1.1216246 1.3121613 1.141952 1.4053013 1.5210422 1.8902559 2.116011 2.206463 2.309009 3.207516 3.763252 2.9367604]	[0.0 4.1085453 6.16442 5.5570316 5.9589877 5.9978724 6.41455 6.7004976 6.4154763 6.466774 8.599972 9.313635 8.106466]	[0.0 4.2300806 6.562866 5.813637 6.884031 7.2418766 8.120642 8.535645 8.221573 8.260235 10.983319 12.060238 10.11555]	[0.0 5.0519295 6.404895 5.648229 6.0314164 6.2650366 6.4769115 7.07782 6.7069087 6.744032 10.047062 10.62125 9.146252]	[0.0 4.390921 5.837148 5.1578436 5.526934 5.8955593 7.0645084 8.094058 7.9134526 7.892968 10.886241 12.048159 9.818325]	[0.0 2.3758936 3.5389676 3.190965 3.4447858 3.4678493 3.7183294 3.9035094 3.7586207 3.7922013 4.993168 5.415341 4.683733]	[0.0 2.4514382 3.8065963 3.366781 4.0266743 4.239375 4.78742 5.062771 4.90654 4.9295454 6.465879 7.1222587 5.903104]	[0.0 2.949947 3.7428222 3.292324 3.5148935 3.6493464 3.7732244 4.1481133 3.9473717 3.9661744 5.8834095 6.2240295 5.3116093]	[0.0 2.5313687 3.3802311 2.9847627 3.19515 3.4109983 4.0849857 4.682828 4.573094 4.5588346 6.2874374 6.9563246 5.66977]	[0.0 3.9274833 5.8473105 5.17021 5.55676 5.776108 6.5638304 7.2633123 7.029613 7.0425653 9.495209 10.457325 8.608989]	[0.0 3.8357558 5.2285366 4.6105456 5.1477275 5.3928704 6.1443086 6.876211 6.732671 6.7361817 9.133015 9.990542 8.08594]	[1.9739646e-06 5.007088 7.227825 6.385908 7.0518017 7.310897 8.140215 8.922534 8.65972 8.688337 11.71622 12.798438 10.533473]	[1.0 0.99856544 0.998039 0.99822956 0.99796957 0.99786377 0.9978706 0.99787295 0.9979659 0.9976271 0.99411994 0.9937109 0.98851585]	[1.0 0.9963359 0.9906864 0.992061 0.9917304 0.99230367 0.99126905 0.98981327 0.9886636 0.98692334 0.98047173 0.9763765 0.9698455]	[1.0 0.99719155 0.9948627 0.99559486 0.9946806 0.9948627 0.993987 0.99248475 0.991057 0.9894274 0.98410004 0.9813455 0.97788745]	[1.0 0.9962991 0.9898212 0.991657 0.9890369 0.98852247 0.9855542 0.9828698 0.98053247 0.97728366 0.9653177 0.95638734 0.9490226]	[1.0 0.99672574 0.9934048 0.99462324 0.9915759 0.9909637 0.9881447 0.9853278 0.98272216 0.9800056 0.9691299 0.96282023 0.9573409]	[1.0 0.9948191 0.9917846 0.9932651 0.9928484 0.9926751 0.9919127 0.98910195 0.9879165 0.9854929 0.972105 0.9681156 0.9611479]	[1.0 0.9942222 0.99263847 0.9941391 0.9932967 0.9931281 0.9931311 0.9908107 0.9895399 0.98807526 0.9752389 0.9728817 0.96811676]	[1.0 0.9982844 0.99794924 0.998342 0.99755174 0.99724126 0.99583256 0.9944706 0.9927207 0.9909715 0.9833185 0.9772562 0.9750303]	[1.0 0.9921125 0.9836642 0.98594224 0.984452 0.985097 0.9832105 0.980285 0.97782886 0.9741719 0.9592087 0.95213664 0.9375081]	[1.0 0.9916124 0.9813649 0.9845789 0.9787139 0.9774973 0.97179645 0.966389 0.96163094 0.9554708 0.93001735 0.9150379 0.89810437]	[1.0 0.98765236 0.98255295 0.9856954 0.9841906 0.98374754 0.9830017 0.9779282 0.97559434 0.97143054 0.9424602 0.9359384 0.9198173]	[1.0 0.9909924 0.9857329 0.9880647 0.98700786 0.9858037 0.98021764 0.97227925 0.9684923 0.96470267 0.9365933 0.9237956 0.9069361]	9.26	59.7
supervisor	[0.0 1.3129671 1.6934679 1.3841416 1.7294155 1.6803 1.7141453 1.5905868 1.356937 1.3060704 2.2308989 2.2398405 2.1835938]	[0.0 1.8884288 4.0753837 3.4208214 3.4953866 3.3188455 3.5392778 3.5834491 3.2071865 3.316111 4.3198524 4.483656 3.7783086]	[0.0 1.5613294 3.2872984 2.743302 2.983859 2.8986468 3.0724578 3.1640747 2.8694108 3.0063024 3.8535626 3.8739119 3.1464505]	[0.0 2.1747324 4.4066706 3.7057927 3.9022512 3.8927467 4.517341 4.7502704 4.339976 4.2982874 5.53945 5.9352694 4.9083605]	[0.0 1.6304942 3.6688945 3.0435786 3.4913733 3.5935142 4.247023 4.477678 4.098801 4.047056 5.039559 5.3194346 4.310093]	[0.0 2.1351206 3.2972822 2.8179407 3.0465581 3.1779766 3.3606856 3.5776918 3.4890811 3.3599951 4.5177593 4.71839 3.8445408]	[0.0 2.1622267 3.074566 2.553477 2.937967 3.0629134 3.2468379 3.467917 3.3897946 3.2396772 4.3607974 4.455784 3.5603268]	[0.0 1.3285913 1.9699248 1.6118859 1.7596767 2.0397398 2.6157513 2.811186 2.682542 2.5464072 3.3476684 3.659106 2.8678138]	[0.0 4.7627254 9.05615 7.5482655 8.208661 7.897793 8.325881 8.338111 7.4335346 7.628484 10.404314 10.597408 9.108353]	[0.0 5.1181936 9.769033 8.1335125 9.12304 9.166561 10.47851 10.818535 9.795713 9.651414 12.809908 13.494545 11.402047]	[0.0 5.6103144 8.065316 6.7555594 7.7139406 7.9211903 8.321669 8.636195 8.235813 7.9057426 11.109455 11.414015 9.588461]	[0.0 4.802552 9.1877365 7.753033 7.8641067 8.443461 9.760416 10.353067 9.777889 9.385428 11.9631195 12.558426 9.872146]	[0.0 2.7471385 5.26366 4.388051 4.768329 4.5909567 4.8451824 4.8742228 4.358682 4.4927826 6.051013 6.158868 5.2639246]	[0.0 2.9409513 5.7155733 4.756669 5.338195 5.380412 6.197913 6.445758 5.860876 5.7833405 7.537706 7.9582214 6.6620846]	[0.0 3.257105 4.701085 3.9391718 4.4853773 4.6173506 4.8579836 5.0733833 4.872633 4.675956 6.4939623 6.6778736 5.568532]	[0.0 2.7725112 5.353855 4.524765 4.5735373 4.8964863 5.6428146 5.9822907 5.6518564 5.426117 6.91333 7.2531805 5.70144]	[0.0 4.478213 8.69633 7.345152 7.559621 7.7426267 8.678489 9.107604 8.513351 8.335891 10.774255 11.303734 9.138397]	[0.0 4.1265373 7.9425077 6.6586585 7.114473 7.389428 8.322919 8.774048 8.235155 8.056137 10.312763 10.701409 8.525194]	[1.855875e-06 5.6122394 10.580986 8.877764 9.51399 9.674943 10.743657 11.238217 10.466986 10.316257 13.414791 13.961504 11.36705]	[1.0 0.9976081 0.99652535 0.99742585 0.9961332 0.99654245 0.9964991 0.9968075 0.997304 0.99700946 0.9918076 0.99152476 0.9851915]	[1.0 0.99504894 0.97994494 0.98433924 0.98420453 0.98647964 0.9850782 0.98377115 0.9849172 0.98109066 0.970411 0.9674375 0.9550701]	[1.0 0.99660754 0.98697466 0.9899413 0.98850024 0.9896996 0.9887731 0.98736346 0.98794514 0.9844839 0.9765235 0.9757988 0.96870786]	[1.0 0.9934241 0.97649485 0.98155254 0.9803357 0.9814014 0.97570956 0.97141075 0.9723471 0.96804714 0.95141155 0.94278187 0.9228287]	[1.0 0.996296 0.98373735 0.98757327 0.9842732 0.98416924 0.9785645 0.97463304 0.9753734 0.97172385 0.9598664 0.95422786 0.9403503]	[1.0 0.99368393 0.986752 0.98925614 0.9879558 0.9875785 0.98647165 0.98370457 0.98202515 0.9801211 0.9669312 0.9635965 0.9539748]	[1.0 0.993513 0.9885155 0.9912102 0.9888139 0.98847884 0.9874035 0.98472637 0.98307407 0.98157114 0.96920127 0.9676133 0.9605686]	[1.0 0.99754035 0.99532866 0.9965316 0.99600583 0.9948873 0.9918727 0.9899881 0.9894398 0.98893255 0.98256123 0.9787243 0.9730223]	[1.0 0.9893013 0.96382016 0.97192967 0.96912444 0.9729429 0.9706089 0.9682387 0.97042084 0.96297944 0.9398658 0.9360235 0.9114833]	[1.0 0.98737717 0.95727664 0.9668598 0.961187 0.96252555 0.95145214 0.9437465 0.9458446 0.9378614 0.9057464 0.89200413 0.8549317]	[1.0 0.9848765 0.97203034 0.9780367 0.97312695 0.97282517 0.9706356 0.9655873 0.9628008 0.9591815 0.9294734 0.9244866 0.9027884]	[1.0 0.9891606 0.96416914 0.9714163 0.97211814 0.9699213 0.96184725 0.95428133 0.9529792 0.94945943 0.92600834 0.91775686 0.89359635]	36.02	38.64
engineer	[0.0 1.2624608 1.8986261 1.8506432 1.9575694 2.195729 2.2487266 2.0607314 1.7544454 1.6529961 2.4185486 2.534438 2.533074]	[0.0 1.4799743 2.8623116 2.53823 2.6939394 2.6322618 3.4356806 3.2314222 2.839379 2.9299726 3.7734008 4.0149274 3.746207]	[0.0 1.2929382 2.4988186 2.3287234 2.7156436 2.9549725 3.4058886 3.3401222 2.926411 2.914481 3.4439607 3.5126588 3.0923436]	[0.0 1.6432359 2.8070946 2.5005827 2.981756 3.080362 4.491841 4.2505364 3.857214 3.8345056 4.813459 5.146941 4.751316]	[0.0 1.4094863 2.448297 2.2685244 2.9866958 3.423148 4.634151 4.557724 4.1980863 3.9814336 4.6543503 4.8429017 4.2955384]	[0.0 1.7988715 2.7217298 2.4078755 2.7047665 2.894936 3.4610856 3.7075076 3.210609 3.0730307 4.336078 4.57735 4.1300254]	[0.0 2.1320739 3.2050145 2.726779 3.1190336 3.3960643 3.548605 3.732296 3.1974828 3.0114257 4.16255 4.239444 3.6287992]	[0.0 1.1706462 1.8792373 1.5121663 1.6450092 1.8397335 2.9459832 2.8068104 2.7943044 2.6383157 3.3585877 3.6666875 3.2270088]	[0.0 4.035373 7.259756 6.7175965 7.367152 7.7829633 9.090296 8.632276 7.520235 7.49745 9.63591 10.062024 9.371625]	[0.0 4.3151827 7.1540174 6.61975 7.9260216 8.699239 11.374718 10.868992 9.809746 9.468935 11.886358 12.524281 11.579928]	[0.0 5.193406 7.8253703 6.9852977 7.781369 8.486729 9.258417 9.500535 8.162537 7.7374525 10.917177 11.351233 10.291899]	[0.0 4.478433 7.280116 6.124644 6.2648935 7.102212 10.691296 11.294662 10.285154 9.579884 11.878056 12.51231 11.026211]	[0.0 2.3292136 4.1947308 3.881309 4.2612414 4.49423 5.2675686 5.0074253 4.366053 4.3634033 5.5772038 5.818304 5.4058104]	[0.0 2.4902039 4.1326227 3.823646 4.5931606 5.033108 6.6549635 6.3692636 5.765378 5.580485 6.9434185 7.3149395 6.7319927]	[0.0 3.0020432 4.5246973 4.0362062 4.498633 4.9017467 5.3677936 5.5332403 4.756013 4.509367 6.350871 6.597442 5.955039]	[0.0 2.5863862 4.193372 3.5336819 3.6191108 4.107544 6.1746707 6.5341206 5.9376593 5.5305853 6.8626347 7.2246423 6.3631153]	[0.0 3.840651 6.417959 5.5640264 6.001935 6.4322715 9.032122 9.193171 8.244482 7.9350185 10.1275015 10.706372 9.63661]	[0.0 3.7802348 6.2709875 5.4754868 6.1575594 6.893511 9.106642 9.37923 8.4203 7.9670935 9.8600855 10.24584 8.987776]	[1.9249562e-06 4.908127 8.191202 7.2446756 8.141481 8.8254175 11.447356 11.519915 10.26435 9.886779 12.565664 13.150893 11.7909565]	[1.0 0.99781 0.99562854 0.9955811 0.99533904 0.9944218 0.9942416 0.9949042 0.9956251 0.995345 0.99018145 0.9887757 0.98358715]	[1.0 0.9969906 0.990084 0.99168754 0.9911576 0.9919501 0.9865307 0.98745424 0.98850876 0.98514134 0.9759893 0.97169095 0.9637725]	[1.0 0.9976984 0.9924537 0.99301165 0.9910018 0.9898627 0.9867898 0.9866258 0.9878322 0.9854538 0.98007613 0.97828144 0.97492903]	[1.0 0.9962879 0.99041754 0.99190646 0.98916024 0.98897094 0.9769835 0.97823495 0.9787681 0.97431964 0.9605682 0.9526734 0.94101465]	[1.0 0.99725854 0.9927279 0.9933516 0.989109 0.9863897 0.97554916 0.9750377 0.9749321 0.9726812 0.96331 0.95805055 0.9509987]	[1.0 0.99554914 0.99096334 0.9924806 0.9910738 0.99025136 0.98628134 0.98336834 0.98529184 0.983767 0.968479 0.96314913 0.9557574]	[1.0 0.993729 0.9875009 0.9903735 0.9881044 0.9865879 0.985615 0.9832019 0.9854612 0.98452806 0.97104216 0.96831596 0.96526384]	[1.0 0.9981152 0.9957294 0.9970493 0.9966877 0.9960422 0.9901013 0.99052614 0.9888725 0.9879124 0.9808196 0.9759914 0.97181994]	[1.0 0.99251765 0.978317 0.98040575 0.9776608 0.9764172 0.96789265 0.9692832 0.97220874 0.96629214 0.9471519 0.9399175 0.92418814]	[1.0 0.99138075 0.978917 0.98095787 0.97382706 0.97006917 0.9476071 0.9489555 0.95005774 0.9432909 0.9162396 0.90246475 0.8802158]	[1.0 0.98713946 0.9742994 0.97858304 0.97471994 0.97152025 0.966496 0.96192276 0.966719 0.9640376 0.9312002 0.9221645 0.9074162]	[1.0 0.9905463 0.97789896 0.98319495 0.9836161 0.9799083 0.95626676 0.94763446 0.9494689 0.9471274 0.9217832 0.90847474 0.8911048]	1.99	10.72
worker	[0.0 1.1298476 1.5056925 1.2549249 1.4414861 1.5183164 1.4361936 1.372657 1.1971163 1.2167825 2.6402953 2.6106358 2.332372]	[0.0 1.7800618 3.1883128 2.7504485 2.902826 3.0777678 3.3344104 3.3064868 3.0572603 3.308907 4.480441 4.89121 3.9117057]	[0.0 1.3116467 2.5805025 2.2913342 2.5279882 2.677012 2.9765024 3.0439935 2.864439 3.109416 4.409204 4.671573 3.55402]	[0.0 2.0608613 2.7926614 2.4524293 2.691485 3.133388 3.8651125 4.3793416 4.0484743 4.215253 5.480248 6.003954 4.827293]	[0.0 1.5783923 2.278803 2.0464542 2.4970868 2.9607904 3.750727 4.267626 3.8827107 4.042873 5.356324 5.746636 4.480308]	[0.0 2.2310834 2.77595 2.458269 2.4820328 2.804816 3.0006413 3.0732677 2.8034823 2.774359 4.2177377 4.447598 3.610072]	[0.0 2.1574345 2.8352103 2.47501 2.5909822 2.9354646 3.1075873 3.1397302 2.7814686 2.7271245 4.336206 4.433015 3.5109282]	[0.0 1.2605414 2.0739646 1.7121716 1.6812432 2.0143054 2.6641645 2.9576302 2.7746348 2.6955476 3.7178159 3.9349782 2.9733183]	[0.0 4.221556 7.2745075 6.296707 6.8723 7.273096 7.7471066 7.723137 7.1188154 7.6351056 11.529941 12.173419 9.798098]	[0.0 4.769101 6.577157 5.7538085 6.630058 7.612495 9.052033 10.019625 9.128302 9.474909 13.476868 14.361225 11.639973]	[0.0 5.5183654 7.1168528 6.188204 6.514501 7.2585974 7.544422 7.585655 6.7820673 6.7182655 11.194239 11.491249 9.453372]	[0.0 5.028322 8.413116 7.0147743 6.8549895 7.998035 9.858089 10.459453 9.409523 9.41337 12.849955 13.374367 10.424837]	[0.0 2.42476 4.2137604 3.6603582 3.9966912 4.2303886 4.5381303 4.541072 4.2027183 4.5238085 6.699331 7.091562 5.6791973]	[0.0 2.743812 3.8012173 3.3340464 3.8579237 4.4499207 5.368993 6.004119 5.48507 5.701756 7.8894405 8.441599 6.7997255]	[0.0 3.222516 4.149602 3.6161351 3.7897964 4.2335296 4.423167 4.461498 3.995389 3.9512622 6.4965754 6.6791973 5.478037]	[0.0 2.9092548 4.8169937 4.0130854 3.9380445 4.6150913 5.699292 6.0426264 5.433856 5.436309 7.4227605 7.722705 6.019889]	[0.0 4.5320826 7.0200725 6.000271 6.1264973 6.9893904 8.242828 8.7046995 7.915219 8.08663 11.068871 11.745493 9.313438]	[0.0 4.1073236 6.542876 5.6217666 5.9212017 6.792878 8.079544 8.568771 7.756892 7.9130974 11.029205 11.541469 8.981508]	[1.9169981e-06 5.4890537 8.365132 7.241458 7.6922994 8.696232 10.059423 10.619158 9.665753 9.943803 13.989033 14.783493 11.703805]	[1.0 0.9982824 0.99733114 0.9979924 0.99740183 0.9972186 0.9975274 0.9975671 0.99780387 0.9972884 0.987884 0.9888151 0.98403066]	[1.0 0.99574214 0.98799497 0.9903174 0.9894171 0.98851246 0.9865945 0.985801 0.9855708 0.9798799 0.9653883 0.9608633 0.9545907]	[1.0 0.99768716 0.9921592 0.99328136 0.99196833 0.99132484 0.98930866 0.9879206 0.9872369 0.98212427 0.96618295 0.96393615 0.9618698]	[1.0 0.9942818 0.9907849 0.99230963 0.9909079 0.9880883 0.98197025 0.9749988 0.9746432 0.9671893 0.9486559 0.9411931 0.92989707]	[1.0 0.9966425 0.99388385 0.99465233 0.9921642 0.9893644 0.9829925 0.9761715 0.9765269 0.96957046 0.9505653 0.94559157 0.93849915]	[1.0 0.99330324 0.99087685 0.9922716 0.99227804 0.9904672 0.98916095 0.98774636 0.98787916 0.985755 0.9691685 0.96744394 0.96199816]	[1.0 0.9937329 0.99051815 0.99215895 0.9915727 0.98954785 0.98834914 0.9871447 0.98797315 0.98606586 0.96706426 0.9672479 0.9628639]	[1.0 0.99786377 0.9949235 0.9962036 0.9964046 0.9949714 0.9912889 0.9883647 0.98791206 0.9865929 0.9764228 0.9746809 0.9725192]	[1.0 0.99173284 0.97763216 0.981689 0.9789204 0.97721136 0.97363317 0.9715237 0.97085506 0.9597543 0.9214406 0.9158513 0.903529]	[1.0 0.9892414 0.982097 0.9850216 0.980589 0.9748603 0.9628827 0.9494505 0.9496751 0.93521535 0.8908337 0.8800299 0.858771]	[1.0 0.98538274 0.9788621 0.9825147 0.9813594 0.9773886 0.9752191 0.97267646 0.97385466 0.96938366 0.9258925 0.9252918 0.9114814]	[1.0 0.98832506 0.97077453 0.9776737 0.9792569 0.9729382 0.96016914 0.9517458 0.9540731 0.94551545 0.9075997 0.90430367 0.88752604]	13.43	37.92
